doc_name,gold_rels,pred_rels,rel_type,fp_prediction,fn_prediction
,,,produces,set(),"{('raredisease ssadh deficiency', 'sign abnormal accumulation of the compound succinic semialdehyde', 'produces'), ('anaphor ""the disorder""', 'sign deficient activity of the ssadh enzyme', 'produces'), ('raredisease ssadh deficiency', 'sign elevated levels of ghb in the urine', 'produces'), ('raredisease ssadh deficiency', 'sign elevated levels of ghb in the csf', 'produces'), ('raredisease ssadh deficiency', 'sign gamma-hydroxybutyric aciduria', 'produces'), ('raredisease succinic semialdehyde dehydrogenase deficiency', 'sign inborn error of metabolism', 'produces'), ('raredisease ssadh deficiency', 'sign elevated levels of ghb in the plasma', 'produces'), ('raredisease ssadh deficiency', 'sign 4-hydroxybutyric aciduria', 'produces'), ('anaphor ""the disorder""', 'sign disrupts the metabolism of gamma-aminobutyric acid', 'produces')}"
,,,anaphora,set(),set()
,,,is_acron,set(),"{('raredisease ssadh deficiency', 'raredisease succinic semialdehyde dehydrogenase deficiency', 'is_acron')}"
,,,,set(),"{('raredisease ssadh deficiency', 'sign succinic semialdehyde', '')}"
49,{'produces'},{'produces'},,,
,,,produces,"{('raredisease ap-4-associated hsp', 'sign thin corpus callosum', 'produces'), ('disease cerebral palsy', 'sign spasticity', 'produces'), ('raredisease ap-4-associated hsp', 'sign wide lateral ventricles', 'produces'), ('disease cerebral palsy', 'sign seizures', 'produces'), ('raredisease ap-4-associated hsp', 'sign developmental delay / intellectual disability', 'produces'), ('disease cerebral palsy', 'sign developmental delay / intellectual disability', 'produces'), ('raredisease ap-4-associated hsp', 'sign changes in the white matter', 'produces')}","{('raredisease ap-4-associated hsp', 'sign developmental delay', 'produces'), ('raredisease ap-4-associated hsp', 'sign intellectual disability', 'produces')}"
50,"{'anaphora', 'is_a'}","{'anaphora', 'is_a'}",,,
,,,anaphora,set(),set()
,,,is_a,set(),set()
51,"{'is_acron', 'anaphora', 'produces'}","{'is_acron', 'produces'}",,,
,,,is_acron,"{('raredisease cftr', 'raredisease cystic fibrosis', 'is_acron')}","{('raredisease cf', 'raredisease cystic fibrosis', 'is_acron')}"
,,,anaphora,set(),"{('raredisease cystic fibrosis', 'anaphor ""the disease""', 'anaphora')}"
,,,produces,set(),set()
52,"{'produces', 'anaphora', 'is_a', 'is_synon'}","{'produces', 'anaphora', 'is_a', 'is_synon'}",,,
,,,produces,"{('anaphor ""this disorder""', 'sign long, thin fingers', 'produces'), ('raredisease laband syndrome', 'sign gingival fibromatosis', 'produces'), ('anaphor ""this disorder""', 'sign long, thin toes', 'produces'), ('anaphor ""this disorder""', 'sign dysplastic or absent nails at birth', 'produces'), ('raredisease laband syndrome', 'sign malformation or absence of the nails congenital', 'produces')}","{('anaphor ""this disorder""', 'sign abnormally long, thin toes', 'produces'), ('anaphor ""this disorder""', 'sign mental retardation', 'produces'), ('raredisease laband syndrome', 'sign gingival fibromatosis when the primary teeth appear', 'produces'), ('anaphor ""this disorder""', 'sign dysplastic nails at birth', 'produces'), ('anaphor ""this disorder""', 'sign absent nails at birth', 'produces'), ('anaphor ""this disorder""', 'sign abnormally long, thin fingers', 'produces'), ('anaphor ""the disorder""', 'sign malformation or absence of the nails', 'produces')}"
,,,anaphora,"{('raredisease laband syndrome', 'anaphor ""the disorder""', 'anaphora')}","{('sign overgrown gums', 'sign dysplastic nails at birth', 'anaphora')}"
,,,is_a,set(),set()
,,,is_synon,set(),set()
53,{'increases_risk_of'},{'produces'},,,
,,,produces,"{('raredisease dup15q', 'sign multiple congenital anomalies', 'produces'), ('raredisease dup15q', 'sign developmental delay', 'produces'), ('raredisease dup15q', 'sign chromosome (cytogenetic) anomalies', 'produces'), ('raredisease dup15q', 'sign asd', 'produces'), ('raredisease dup15q', 'sign intellectual disability', 'produces')}",
,,,increases_risk_of,set(),"{('raredisease asd', 'raredisease dup15q', 'increases_risk_of')}"
54,"{'is_acron', 'is_a', 'produces'}",set(),,,
,,,is_acron,set(),"{('raredisease bgs', 'raredisease baller-gerold syndrome', 'is_acron')}"
,,,is_a,set(),"{('raredisease baller-gerold syndrome', 'disease genetic disorder', 'is_a')}"
,,,produces,set(),"{('raredisease bgs', 'sign distinctive misshaped appearance of the bones of the forearms and hands', 'produces'), ('raredisease bgs', 'sign distinctive misshaped appearance of the facial (craniofacial) area', 'produces'), ('raredisease bgs', 'sign distinctive misshaped appearance of the skull', 'produces')}"
55,"{'produces', 'anaphora', 'is_a'}","{'produces', 'anaphora', 'is_a'}",,,
,,,produces,"{('raredisease batten turner type congenital myopathy', 'sign weakness', 'produces'), ('raredisease batten turner type congenital myopathy', 'sign slow, progressive loss of muscle tone', 'produces'), ('raredisease batten turner type congenital myopathy', 'sign hypotonia', 'produces')}","{('anaphor ""this disorder""', 'sign toddlers stumbling', 'produces'), ('raredisease batten turner type congenital myopathy', 'sign in a newborn general weakness', 'produces'), ('raredisease batten turner type congenital myopathy', 'sign adults mild muscle weakness', 'produces'), ('raredisease batten turner type congenital myopathy', 'sign motor skills slightly delayed', 'produces'), ('raredisease batten turner type congenital myopathy', 'sign important developmental milestones slightly delayed', 'produces'), ('anaphor ""this disorder""', 'sign toddlers prone to falling', 'produces'), ('raredisease batten turner type congenital myopathy', 'sign in a newborn slow, progressive loss of muscle tone', 'produces'), ('anaphor ""this disorder""', 'sign toddlers mild muscle weakness', 'produces'), ('raredisease batten turner type congenital myopathy', 'sign in a newborn hypotonia', 'produces')}"
,,,anaphora,set(),set()
,,,is_a,"{('raredisease batten turner type congenital myopathy', 'disease inherited muscle disease', 'is_a')}","{('raredisease batten turner type congenital myopathy', 'disease myopathy', 'is_a'), ('disease myopathy', 'disease inherited muscle disease', 'is_a')}"
56,{'anaphora'},"{'anaphora', 'is_a'}",,,
,,,is_a,"{('raredisease severe protein s deficiency', 'raredisease protein s deficiency', 'is_a')}",
,,,anaphora,"{('raredisease pros1 protein s deficiency', 'anaphor ""the disorder""', 'anaphora')}","{('raredisease protein s deficiency', 'anaphor ""the disorder""', 'anaphora')}"
57,{'is_a'},{'is_a'},,,
,,,is_a,set(),set()
58,"{'produces', 'anaphora', 'is_a'}","{'produces', 'is_a'}",,,
,,,produces,set(),set()
,,,anaphora,set(),"{('skinraredisease lamellar ichthyosis', 'anaphor ""it""', 'anaphora')}"
,,,is_a,set(),set()
59,"{'produces', 'is_a'}","{'produces', 'is_a'}",,,
,,,produces,"{('raredisease leukodystrophies', 'sign burning paresthesia from peripheral neuropathy', 'produces'), ('raredisease leukodystrophies', 'sign abnormal development or destruction of the white matter', 'produces'), ('raredisease leukodystrophies', 'sign neurological problems', 'produces')}","{('raredisease leukodystrophies', 'sign burning paresthesia', 'produces'), ('raredisease leukodystrophies', 'sign peripheral neuropathy', 'produces'), ('raredisease leukodystrophy', 'sign abnormal development or destruction of the white matter (myelin sheath) of the brain', 'produces'), ('raredisease leukodystrophies', 'symptom neuropathic pain', 'produces')}"
,,,is_a,"{('raredisease leukodystrophies', 'raredisease leukodystrophy', 'is_a')}",set()
60,"{'anaphora', 'increases_risk_of', 'is_synon', 'is_acron', 'produces', 'is_a'}","{'produces', 'is_acron', 'is_a'}",,,
,,,anaphora,set(),"{('raredisease creutzfeldt-jakob disease', 'anaphor ""the disease""', 'anaphora'), ('raredisease creutzfeldt-jakob disease', 'anaphor ""the disorder""', 'anaphora')}"
,,,increases_risk_of,set(),"{('anaphor ""the disease""', 'disease pneumonia', 'increases_risk_of')}"
,,,is_synon,set(),"{('raredisease spongiform encephalopathy', 'raredisease creutzfeldt-jakob disease', 'is_synon')}"
,,,is_acron,set(),set()
,,,produces,"{('raredisease creutzfeldt-jakob disease', 'sign athetosis', 'produces'), ('raredisease creutzfeldt-jakob disease', 'symptom depression', 'produces'), ('raredisease creutzfeldt-jakob disease', 'sign agitation', 'produces'), ('raredisease creutzfeldt-jakob disease', 'symptom sudden development of rapidly progressive neurological and neuromuscular symptoms', 'produces'), ('raredisease creutzfeldt-jakob disease', 'sign wasting', 'produces'), ('raredisease creutzfeldt-jakob disease', 'sign myoclonus', 'produces'), ('raredisease creutzfeldt-jakob disease', 'sign muscle weakness', 'produces'), ('raredisease creutzfeldt-jakob disease', 'sign disorientation', 'produces'), ('raredisease creutzfeldt-jakob disease', 'sign confusion', 'produces'), ('raredisease creutzfeldt-jakob disease', 'sign impairment of memory control', 'produces'), ('raredisease creutzfeldt-jakob disease', 'sign dementia', 'produces'), ('raredisease creutzfeldt-jakob disease', 'sign neuromuscular abnormalities', 'produces'), ('raredisease creutzfeldt-jakob disease', 'sign restlessness', 'produces'), ('raredisease creutzfeldt-jakob disease', 'sign spongiform encephalopathy', 'produces'), ('raredisease creutzfeldt-jakob disease', 'sign personality disintegration', 'produces')}","{('raredisease creutzfeldt-jakob disease', 'sign depression', 'produces'), ('anaphor ""the disease""', 'sign dementia', 'produces'), ('anaphor ""the disease""', 'sign myoclonus', 'produces'), ('anaphor ""the disease""', 'sign neuromuscular abnormalities', 'produces'), ('anaphor ""the disease""', 'sign personality disintegration', 'produces'), ('anaphor ""the disease""', 'disease infections of the respiratory tract', 'produces'), ('anaphor ""the disease""', 'symptom disorientation', 'produces'), ('anaphor ""the disease""', 'sign impairment of memory control', 'produces'), ('anaphor ""the disease""', 'sign athetosis', 'produces'), ('raredisease creutzfeldt-jakob disease', 'symptom rapidly progressive neuromuscular symptoms', 'produces'), ('anaphor ""the disease""', 'sign loss of physical and intellectual functions', 'produces'), ('anaphor ""the disease""', 'sign wasting', 'produces'), ('anaphor ""the disease""', 'sign restlessness', 'produces'), ('raredisease creutzfeldt-jakob disease', 'symptom rapidly progressive neurological symptoms', 'produces'), ('anaphor ""the disease""', 'sign agitation', 'produces'), ('anaphor ""the disease""', 'sign muscle weakness', 'produces'), ('anaphor ""the disease""', 'sign coma', 'produces'), ('anaphor ""the disease""', 'symptom confusion', 'produces')}"
,,,is_a,set(),set()
61,"{'anaphora', 'increases_risk_of', 'is_acron', 'produces', 'is_a'}","{'produces', 'anaphora', 'is_a', 'is_acron'}",,,
,,,anaphora,set(),set()
,,,increases_risk_of,set(),"{('sign memory loss', 'sign neurological deterioration', 'increases_risk_of'), ('disease measles', 'anaphor ""the disease""', 'increases_risk_of')}"
,,,is_acron,set(),set()
,,,produces,"{('anaphor ""the disease""', 'symptom irritability', 'produces'), ('anaphor ""the disease""', 'sign neurological deterioration', 'produces'), ('anaphor ""the disease""', 'sign seizures', 'produces'), ('anaphor ""the disease""', 'sign behavioral changes', 'produces'), ('anaphor ""the disease""', 'sign involuntary muscle movements', 'produces'), ('anaphor ""the disease""', 'sign memory loss', 'produces')}","{('raredisease sspe', 'sign memory loss', 'produces'), ('raredisease sspe', 'sign involuntary muscle movements', 'produces'), ('raredisease sspe', 'sign neurological deterioration', 'produces'), ('raredisease sspe', 'sign seizures', 'produces'), ('raredisease sspe', 'sign irritability', 'produces'), ('raredisease sspe', 'sign behavioral changes', 'produces')}"
,,,is_a,"{('raredisease subacute sclerosing panencephalitis', 'disease progressive neurological disorder', 'is_a')}","{('raredisease subacute sclerosing panencephalitis', 'disease neurological disorder', 'is_a')}"
62,"{'produces', 'is_acron', 'is_a', 'anaphora'}","{'produces', 'is_acron', 'is_a', ''}",,,
,,,,"{('raredisease wmg', ""raredisease waldenstrom's macroglobulinemia"", '')}",
,,,produces,"{(""raredisease waldenstrom's macroglobulinemia"", 'sign bleeding from the retina', 'produces'), (""raredisease waldenstrom's macroglobulinemia"", 'sign peripheral neuropathy', 'produces'), (""raredisease waldenstrom's macroglobulinemia"", 'sign malignant disorder of the bone marrow and lymphatic tissues', 'produces'), (""raredisease waldenstrom's macroglobulinemia"", 'sign large numbers of b lymphocytes', 'produces'), (""raredisease waldenstrom's macroglobulinemia"", 'sign large amounts of igm', 'produces'), (""raredisease waldenstrom's macroglobulinemia"", 'symptom peripheral neuropathy', 'produces')}","{('disease peripheral neuropathy', 'sign tingling in the fingers and toes', 'produces'), ('raredisease wmg', 'sign low red blood cell', 'produces'), ('raredisease wmg', 'sign bleeding of the retina', 'produces'), ('anaphor ""the disorder""', 'sign small blood vessels tear', 'produces'), ('anaphor ""the disorder""', 'sign bleeding in the gums', 'produces'), (""raredisease waldenstrom's macroglobulinemia"", 'sign viscous blood', 'produces'), ('anaphor ""the disorder""', 'sign large amounts of igm', 'produces'), ('raredisease wmg', 'sign low platelet counts', 'produces'), (""raredisease waldenstrom's macroglobulinemia"", 'sign vision impairment', 'produces'), ('anaphor ""the disorder""', 'sign blood to become thick', 'produces'), ('anaphor ""the disorder""', 'sign bleeding in the nose', 'produces'), (""raredisease waldenstrom's macroglobulinemia"", 'sign blurring', 'produces'), (""raredisease waldenstrom's macroglobulinemia"", 'sign changes in blood flow through the blood vessels that serve the retina', 'produces'), ('anaphor ""the disorder""', 'sign bleeding in the retina', 'produces'), (""raredisease waldenstrom's macroglobulinemia"", 'sign abnormally large numbers of a particular kind of white blood cell known as b lymphocytes', 'produces')}"
,,,is_acron,set(),set()
,,,is_a,"{(""raredisease waldenstrom's macroglobulinemia"", 'disease type lymphoma', 'is_a')}","{(""raredisease waldenstrom's macroglobulinemia"", 'disease malignant disorder of the bone marrow and lymphatic tissues', 'is_a'), (""raredisease waldenstrom's macroglobulinemia"", 'raredisease lymphoma', 'is_a')}"
,,,anaphora,set(),"{('raredisease wmg', 'anaphor ""this disorder""', 'anaphora')}"
63,"{'produces', 'anaphora'}","{'produces', 'anaphora'}",,,
,,,produces,set(),set()
,,,anaphora,set(),"{('raredisease hyperferritinemia-cataract syndrome', 'anaphor ""it""', 'anaphora')}"
64,{'produces'},{'produces'},,,
,,,produces,"{('raredisease west syndrome', 'sign epileptic/infantile spasms', 'produces')}","{('raredisease west syndrome', 'sign violent jackknife', 'produces'), ('raredisease west syndrome', 'sign ""salaam"" movements', 'produces'), ('raredisease west syndrome', 'sign eye changes', 'produces'), ('raredisease west syndrome', 'sign abnormal brain wave patterns', 'produces'), ('raredisease west syndrome', 'sign mild twitching of the shoulder', 'produces')}"
65,"{'produces', 'anaphora', 'is_a', 'is_acron'}","{'produces', 'is_a'}",,,
,,,produces,"{('raredisease alagille syndrome', 'sign pale, loose stools', 'produces'), ('raredisease alagille syndrome', 'sign distinctive facial features', 'produces'), ('raredisease alagille syndrome', 'sign cholestasis', 'produces'), ('raredisease alagille syndrome', 'symptom pruritis', 'produces'), ('raredisease alagille syndrome', 'sign poor weight gain', 'produces'), ('raredisease alagille syndrome', 'sign jaundice', 'produces'), ('raredisease alagille syndrome', 'sign thickening of the ring that normally lines the cornea in the eye (posterior embryotoxon)', 'produces'), ('raredisease alagille syndrome', 'sign poor growth', 'produces'), ('raredisease alagille syndrome', 'sign vertebral (back bone) differences', 'produces'), ('raredisease alagille syndrome', 'sign congenital heart defects', 'produces'), ('raredisease alagille syndrome', 'sign heart murmurs', 'produces')}","{('anaphor ""the disorder""', 'sign pruritis', 'produces'), ('anaphor ""the disorder""', 'sign congenital heart defects', 'produces'), ('anaphor ""the disorder""', 'sign jaundice', 'produces'), ('anaphor ""the disorder""', 'sign thickening of posterior embryotoxon', 'produces'), ('anaphor ""the disorder""', 'sign heart murmurs', 'produces'), ('anaphor ""the disorder""', 'sign poor weight gain', 'produces'), ('anaphor ""the disorder""', 'sign pale, loose stools', 'produces'), ('anaphor ""the disorder""', 'sign cholestasis', 'produces'), ('anaphor ""the disorder""', 'sign poor growth', 'produces'), ('anaphor ""the disorder""', 'sign distinctive facial features', 'produces'), ('anaphor ""the disorder""', 'sign vertebral differences', 'produces')}"
,,,anaphora,set(),"{('raredisease alagille syndrome', 'anaphor ""the disorder""', 'anaphora')}"
,,,is_a,set(),set()
,,,is_acron,set(),"{('raredisease algs', 'raredisease alagille syndrome', 'is_acron')}"
66,{'produces'},{'produces'},,,
,,,produces,"{('skinraredisease elephantiasis', 'sign accumulation of lymph in the affected areas', 'produces'), ('skinraredisease elephantiasis', 'sign obstruction of the lymphatic system', 'produces'), ('skinraredisease elephantiasis', 'sign gross enlargement of an area of the body', 'produces'), ('skinraredisease elephantiasis', 'sign enlargement of external genitals', 'produces')}","{('disease elephantiasis', 'sign gross enlargement of an area of the body, especially the limbs', 'produces'), ('disease elephantiasis', 'sign obstruction of the lymphatic system', 'produces'), ('disease elephantiasis', 'sign accumulation of a fluid called lymph in the affected areas', 'produces')}"
67,"{'produces', 'anaphora', 'is_a'}","{'produces', 'anaphora', 'is_a'}",,,
,,,produces,"{('raredisease jejunal atresia', 'sign one of the three portions of the small intestine (the jejunal) twists around one of the arteries of the colon called the marginal artery', 'produces'), ('raredisease jejunal atresia', 'sign partial absence of the fold of the stomach membrane that connects the small intestine to the back wall of the abdomen', 'produces'), ('raredisease jejunal atresia', 'sign swollen abdomen', 'produces'), ('raredisease jejunal atresia', 'sign constipation', 'produces'), ('raredisease jejunal atresia', 'symptom vomiting', 'produces'), ('raredisease jejunal atresia', 'sign atresia', 'produces')}","{('anaphor ""this disorder""', 'sign vomiting', 'produces'), ('anaphor ""this disorder""', 'sign the jejunal twists around the marginal arter', 'produces'), ('anaphor ""this disorder""', 'sign swollen abdomen', 'produces'), ('anaphor ""this disorder""', 'sign partial absence of the fold of the stomach membrane that connects the small intestine to the back wall of the abdomen', 'produces'), ('anaphor ""this disorder""', 'sign constipation', 'produces'), ('anaphor ""this disorder""', 'sign atresia', 'produces')}"
,,,anaphora,set(),"{('raredisease jejunal atresia', 'anaphor ""it""', 'anaphora')}"
,,,is_a,set(),set()
68,"{'produces', 'anaphora', 'is_a'}","{'produces', 'anaphora', 'is_a'}",,,
,,,produces,"{('raredisease carnosinemia', 'sign delayed intellectual development', 'produces'), ('raredisease carnosinemia', 'sign intellectual deficit', 'produces'), ('raredisease carnosinemia', 'sign developmental regression', 'produces'), ('raredisease carnosinemia', 'sign intellectual disabilities', 'produces'), ('raredisease carnosinemia', 'sign slow growth', 'produces'), ('raredisease carnosinemia', 'sign high levels of carnosine and anserine in the serum and urine', 'produces'), ('raredisease carnosinemia', 'sign low muscle tone', 'produces'), ('raredisease carnosinemia', 'sign motor delays', 'produces'), ('raredisease carnosinemia', 'symptom drowsiness', 'produces')}","{('sign developmental delays', 'sign developmental regression', 'produces'), ('raredisease carnosinemia', 'sign very low activity of the enzyme carnosinase in the blood', 'produces'), ('sign developmental delays', 'sign seizures', 'produces'), ('sign developmental delays', 'sign intellectual deficit', 'produces'), ('sign developmental delays', 'sign very low activity of the enzyme carnosinase in the blood', 'produces'), ('raredisease carnosinemia', 'sign drowsiness', 'produces'), ('sign developmental delays', 'sign congenital myopathy', 'produces'), ('sign developmental delays', 'anaphor ""this disorder""', 'produces'), ('sign developmental delays', 'sign intellectual disabilities', 'produces'), ('sign developmental delays', 'raredisease congenital myopathy', 'produces'), ('sign developmental delays', 'sign myoclonic seizures.', 'produces'), ('sign developmental delays', 'sign delayed intellectual development', 'produces'), ('raredisease carnosinemia', 'sign abnormally high levels of carnosine and anserine in the serum and urine', 'produces')}"
,,,anaphora,set(),"{('raredisease carnosinemia', 'anaphor ""this disorder""', 'anaphora')}"
,,,is_a,set(),set()
69,"{'produces', 'anaphora', 'is_acron', 'increases_risk_of'}","{'produces', 'anaphora', 'increases_risk_of'}",,,
,,,produces,"{('raredisease mikulicz syndrome', 'sign swollen salivary glands near the ears', 'produces'), ('raredisease mikulicz syndrome', 'sign enlarged tear glands', 'produces'), ('raredisease mikulicz syndrome', 'sign glands near the jaw swollen', 'produces'), ('raredisease mikulicz syndrome', 'sign abnormal enlargement of glands in the head and neck', 'produces'), ('raredisease mikulicz syndrome', 'sign abnormal enlargement of glands in the lacrimal', 'produces'), ('raredisease mikulicz syndrome', 'sign abnormal enlargement of glands in the salivary', 'produces'), ('raredisease mikulicz syndrome', 'sign hard, painless swellings of the salivary glands of the mouth', 'produces'), ('raredisease mikulicz syndrome', 'sign abnormal enlargement of glands in the parotids', 'produces')}","{('raredisease mikulicz syndrome', 'sign tumefactions of the salivary glands', 'produces'), ('raredisease mikulicz syndrome', 'sign enlargement of glands in the parotids', 'produces'), ('raredisease mikulicz syndrome', 'sign glands submaxillary swollen', 'produces'), ('raredisease mikulicz syndrome', 'sign enlarged lacrimal glands', 'produces'), ('raredisease mikulicz syndrome', 'sign leading to absent or decreased tears', 'produces'), ('raredisease mikulicz syndrome', 'sign enlargement of glands salivary', 'produces'), ('raredisease mikulicz syndrome', 'sign enlargement of glands in the head and neck', 'produces'), ('raredisease mikulicz syndrome', 'sign enlargement of glands lacrimal', 'produces')}"
,,,anaphora,"{('raredisease sjogren syndrome', 'anaphor ""the disorder""', 'anaphora')}","{('raredisease mikulicz syndrome', 'anaphor ""it""', 'anaphora')}"
,,,is_acron,set(),"{('raredisease sle', 'raredisease lupus', 'is_acron')}"
,,,increases_risk_of,"{('disease lupus', 'raredisease mikulicz syndrome', 'increases_risk_of'), (""disease hodgkin's disease"", 'raredisease mikulicz syndrome', 'increases_risk_of'), ('disease sjogren syndrome', 'raredisease mikulicz syndrome', 'increases_risk_of'), ('disease lymphosarcoma', 'raredisease mikulicz syndrome', 'increases_risk_of'), ('disease tuberculosis', 'raredisease mikulicz syndrome', 'increases_risk_of'), ('disease leukemia', 'raredisease mikulicz syndrome', 'increases_risk_of'), ('disease syphilis', 'raredisease mikulicz syndrome', 'increases_risk_of')}","{('raredisease mikulicz syndrome', 'raredisease lymphomas', 'increases_risk_of')}"
70,set(),set(),,,
71,set(),set(),,,
72,"{'produces', 'anaphora', 'is_a'}","{'produces', 'anaphora', 'is_a'}",,,
,,,produces,"{('anaphor ""the disorder""', 'sign flat nasal bridge with a prominent nasal tip', 'produces'), ('anaphor ""the disorder""', 'sign distinctive abnormalities of the head and facial (craniofacial) area', 'produces'), ('raredisease chromosome 14 ring', 'sign abnormalities of the 14th chromosome', 'produces')}","{('anaphor ""the disorder""', 'sign flat nasal bridge', 'produces'), ('anaphor ""the disorder""', 'sign prominent nasal tip', 'produces'), ('anaphor ""the disorder""', 'sign abnormalities of the head and facial (craniofacial) area', 'produces')}"
,,,anaphora,set(),set()
,,,is_a,"{('raredisease chromosome 14 ring', 'disease chromosomal disorder', 'is_a')}","{('disease chromosomal disorders', 'disease chromosomal disorder', 'is_a')}"
73,"{'is_acron', 'anaphora', 'is_a'}","{'anaphora', 'is_a'}",,,
,,,is_acron,set(),"{('raredisease pnet', 'raredisease primitive neuroectodermal tumor', 'is_acron'), ('raredisease eft', 'raredisease ewing family of tumors', 'is_acron')}"
,,,anaphora,set(),"{('raredisease ewing sarcoma', 'anaphor ""these tumors""', 'anaphora'), ('raredisease primitive neuroectodermal tumor', 'anaphor ""these tumors""', 'anaphora'), ('raredisease ewing family of tumors', 'anaphor ""this family""', 'anaphora'), ('raredisease ewing family of tumors', 'anaphor ""these tumors""', 'anaphora')}"
,,,is_a,set(),"{('raredisease ewing sarcoma', 'anaphor ""this family""', 'is_a'), ('anaphor ""these tumors""', 'raredisease ewing family of tumors', 'is_a'), ('raredisease ewing sarcoma', 'disease aggressive cancer', 'is_a'), ('raredisease extraosseous ewing sarcoma', 'anaphor ""it""', 'is_a'), ('raredisease extraosseous ewing sarcoma', 'raredisease ewing sarcoma', 'is_a'), ('raredisease primitive neuroectodermal tumor', 'raredisease ewing sarcoma', 'is_a'), (""raredisease askin's tumor"", 'raredisease ewing sarcoma', 'is_a')}"
74,"{'anaphora', 'is_a'}","{'produces', 'anaphora', 'is_a'}",,,
,,,produces,"{('raredisease hypoplastic left heart syndrome', 'sign heart defects congenital', 'produces')}",
,,,anaphora,set(),set()
,,,is_a,set(),set()
75,{'anaphora'},{'anaphora'},,,
,,,anaphora,set(),set()
76,"{'produces', 'anaphora'}","{'produces', 'anaphora'}",,,
,,,produces,"{('disease rheumatoid arthritis', 'sign chronically inflamed joints', 'produces'), ('raredisease infectious arthritis', 'disease staphylococci', 'produces'), ('raredisease infectious arthritis', 'sign fever', 'produces'), ('raredisease infectious arthritis', 'symptom painful swelling of one or more joints', 'produces'), ('raredisease infectious arthritis', 'symptom headaches', 'produces'), ('raredisease infectious arthritis', 'disease acute arthritic attack', 'produces'), ('raredisease infectious arthritis', 'disease streptococci', 'produces'), ('raredisease infectious arthritis', 'disease bacteria', 'produces'), ('raredisease infectious arthritis', 'disease pneumococci', 'produces'), ('raredisease infectious arthritis', 'symptom chills', 'produces'), ('raredisease infectious arthritis', 'symptom general weakness', 'produces'), ('raredisease infectious arthritis', 'disease gonococci', 'produces'), ('raredisease infectious arthritis', 'disease disease-causing microbe', 'produces')}","{('anaphor ""the infection""', 'symptom headaches', 'produces'), ('raredisease infectious arthritis', 'sign arthritis', 'produces'), ('anaphor ""the infection""', 'sign fever', 'produces'), ('sign arthritis', 'raredisease rheumatoid arthritis', 'produces'), ('anaphor ""the infection""', 'symptom general weakness', 'produces'), ('anaphor ""the infection""', 'sign inflammation and painful swelling of one or more joints of the body', 'produces'), ('disease hepatitis b', 'sign hepatitis', 'produces'), ('anaphor ""the infection""', 'sign chills', 'produces'), ('symptom headaches', 'sign arthritis', 'produces')}"
,,,anaphora,"{('raredisease infectious arthritis', 'anaphor ""the disorder""', 'anaphora'), ('raredisease infectious arthritis', 'disease acute infectious arthritis', 'anaphora')}","{('symptom headaches', 'anaphor ""the disorder""', 'anaphora'), ('raredisease infectious arthritis', 'anaphor ""the infection""', 'anaphora')}"
77,"{'produces', 'anaphora', 'is_a', 'is_acron'}","{'produces', 'is_acron', 'is_a'}",,,
,,,produces,"{('raredisease townes-brocks syndrome', 'sign folded rim of skin and cartilage around the outer ear', 'produces'), ('raredisease townes-brocks syndrome', 'sign small ears', 'produces'), ('raredisease townes-brocks syndrome', 'sign congenital sensorineural hearing loss', 'produces'), ('raredisease townes-brocks syndrome', 'sign congenital conductive hearing loss', 'produces'), ('raredisease townes-brocks syndrome', 'sign absence of the anal opening', 'produces'), ('raredisease townes-brocks syndrome', 'sign abnormal ears associated with hearing impairment', 'produces'), ('raredisease townes-brocks syndrome', 'sign feet anomalies', 'produces')}","{('raredisease tbs', 'sign short third toe', 'produces'), ('raredisease tbs', 'sign feet anomalies', 'produces'), ('raredisease townes-brocks syndrome', 'sign abnormal ears', 'produces'), ('raredisease townes-brocks syndrome', 'sign polycystic kidneys', 'produces'), ('raredisease tbs', 'sign imperforate anus', 'produces'), ('raredisease tbs', 'sign small ears', 'produces'), ('raredisease townes-brocks syndrome', 'sign underdeveloped kidneys', 'produces'), ('raredisease tbs', 'sign overlapping toes', 'produces'), ('raredisease tbs', 'sign triphalangeal thumbs', 'produces'), ('raredisease tbs', 'sign folded rim of skin and cartilage around the outer ear', 'produces'), ('raredisease tbs', 'sign preaxial polydactyly', 'produces'), ('raredisease tbs', 'sign thumb malformations', 'produces'), ('raredisease townes-brocks syndrome', 'sign horseshoe kidney', 'produces'), ('raredisease tbs', 'sign conductive hearing loss', 'produces'), ('raredisease townes-brocks syndrome', 'sign hearing impairment', 'produces'), ('raredisease townes-brocks syndrome', 'sign mental retardation', 'produces'), ('raredisease townes-brocks syndrome', 'sign kidney anomalies', 'produces'), ('raredisease townes-brocks syndrome', 'sign displaced or rotated kidneys', 'produces'), ('raredisease tbs', 'sign flat feet', 'produces'), ('raredisease tbs', 'sign congenital sensorineural', 'produces')}"
,,,anaphora,set(),"{('raredisease townes-brock syndrome', 'anaphor ""this condition""', 'anaphora')}"
,,,is_a,set(),set()
,,,is_acron,set(),set()
78,{'anaphora'},{'anaphora'},,,
,,,anaphora,"{('raredisease turner syndrome', 'anaphor ""it""', 'anaphora')}",set()
79,"{'anaphora', 'increases_risk_of', 'is_acron', 'produces', 'is_a'}","{'', 'anaphora', 'is_acron', 'produces', 'is_a'}",,,
,,,,"{('raredisease cdls', 'sign maxillary prognathism', '')}",
,,,anaphora,set(),set()
