doc_name,gold_rels,pred_rels,rel_type,fp_prediction,fn_prediction
,,,anaphora,"{('raredisease dss', 'anaphor ""it""', 'anaphora'), ('raredisease dss', 'anaphor ""this condition""', 'anaphora')}","{('raredisease dejerine-sottas syndrome', 'anaphor ""this disorder""', 'anaphora'), ('raredisease dejerine-sottas syndrome', 'anaphor ""it""', 'anaphora'), ('raredisease dss', 'anaphor ""the condition""', 'anaphora')}"
,,,is_acron,set(),"{('raredisease dss', 'raredisease dejerine-sottas syndrome', 'is_acron')}"
43,"{'is_synon', 'produces', 'is_a', 'is_acron', 'anaphora'}","{'produces', 'anaphora', 'is_a', 'is_acron'}",,,
,,,is_synon,set(),"{(""raredisease trevor's disease,"", 'raredisease dysplasia epiphysealis hemimelica', 'is_synon')}"
,,,produces,"{('anaphor ""this condition""', 'sign abnormal growth of cartilage arising from the cartilage of the epiphysis', 'produces'), ('anaphor ""this condition""', 'sign hemimelic', 'produces'), ('anaphor ""it""', 'sign abnormal growth of cartilage arising from the cartilage of the epiphysis', 'produces')}","{('anaphor ""it""', 'sign abnormal growth of cartilage arising from the cartilage of the terminal ends (epiphysis) of the long bones of the lower limbs', 'produces'), ('anaphor ""it""', 'sign abnormal growth of cartilage arising from the cartilage of the terminal ends (epiphysis) of the long bones', 'produces'), ('anaphor ""it""', 'sign abnormal cartilage', 'produces'), ('anaphor ""it""', 'sign irregular nodular mass located either in the medial or lateral part of the bone', 'produces')}"
,,,is_a,"{('raredisease dysplasia epiphysealis hemimelica', 'disease developmental bone disease', 'is_a')}","{('raredisease dysplasia epiphysealis hemimelica', 'disease bone disease', 'is_a')}"
,,,is_acron,set(),set()
,,,anaphora,"{('anaphor ""it""', 'anaphor ""it""', 'anaphora')}","{('raredisease deh', 'anaphor ""this condition""', 'anaphora'), ('raredisease deh', 'anaphor ""this disease""', 'anaphora')}"
44,{'is_a'},"{'anaphora', 'is_a'}",,,
,,,anaphora,"{('raredisease dmd', 'anaphor ""the muscular dystrophies""', 'anaphora')}",
,,,is_a,"{('raredisease dmd', 'disease muscular dystrophy', 'is_a')}","{('raredisease dmd', 'raredisease muscular dystrophy', 'is_a')}"
45,{'anaphora'},{'anaphora'},,,
,,,anaphora,set(),set()
46,{'anaphora'},{'anaphora'},,,
,,,anaphora,"{('raredisease', 'anaphor ""the disorder""', 'anaphora')}","{('raredisease andersen-tawil syndrome', 'anaphor ""the disorder""', 'anaphora')}"
47,{'produces'},"{'produces', 'increases_risk_of'}",,,
,,,increases_risk_of,"{('raredisease fvs', 'disease autism', 'increases_risk_of'), ('raredisease fvs', 'disease developmental delay', 'increases_risk_of'), ('raredisease fvs', 'disease neural tube defects', 'increases_risk_of'), ('raredisease fvs', 'disease cardiovascular abnormalities', 'increases_risk_of'), ('raredisease fvs', 'disease genitourinary defects', 'increases_risk_of'), ('raredisease fvs', 'disease cleft lip and palate', 'increases_risk_of'), ('raredisease fvs', 'disease endocrine disorders', 'increases_risk_of')}",
,,,produces,set(),"{('raredisease fvs', 'sign genitourinary defects', 'produces'), ('raredisease fvs', 'sign cardiovascular abnormalities', 'produces'), ('raredisease fvs', 'sign developmental delay', 'produces'), ('raredisease fvs', 'sign cleft lip and palate', 'produces'), ('raredisease fvs', 'sign endocrine disorders', 'produces'), ('raredisease fvs', 'sign autism', 'produces'), ('raredisease fvs', 'sign neural tube defects', 'produces')}"
48,"{'', 'anaphora', 'is_acron', 'produces'}","{'produces', 'anaphora', 'is_a', 'is_acron'}",,,
,,,is_a,"{('raredisease succinic semialdehyde dehydrogenase deficiency', 'disease inborn error of metabolism', 'is_a')}",
,,,,set(),"{('raredisease ssadh deficiency', 'sign succinic semialdehyde', '')}"
,,,anaphora,set(),set()
,,,is_acron,set(),set()
,,,produces,"{('raredisease ssadh deficiency', 'sign elevated levels of gamma-hydroxybutyric aciduria', 'produces'), ('raredisease ssadh deficiency', 'sign elevated levels of 4-hydroxybutyric acid', 'produces'), ('anaphor ""the disorder""', 'sign ghb', 'produces'), ('anaphor ""the disorder""', 'sign reduced or converted to 4-hydroxybutyric acid', 'produces'), ('anaphor ""the disorder""', 'sign accumulation of the compound succinic semialdehyde', 'produces')}","{('anaphor ""the disorder""', 'sign disrupts the metabolism of gamma-aminobutyric acid', 'produces'), ('raredisease ssadh deficiency', 'sign elevated levels of ghb in the csf', 'produces'), ('raredisease ssadh deficiency', 'sign abnormal accumulation of the compound succinic semialdehyde', 'produces'), ('raredisease ssadh deficiency', 'sign gamma-hydroxybutyric aciduria', 'produces'), ('raredisease succinic semialdehyde dehydrogenase deficiency', 'sign inborn error of metabolism', 'produces'), ('raredisease ssadh deficiency', 'sign elevated levels of ghb in the plasma', 'produces'), ('raredisease ssadh deficiency', 'sign 4-hydroxybutyric aciduria', 'produces')}"
49,{'produces'},{'produces'},,,
,,,produces,"{('disease cerebral palsy', 'sign spasticity', 'produces'), ('disease cerebral palsy', 'sign seizures', 'produces'), ('disease cerebral palsy', 'sign developmental delay / intellectual disability', 'produces'), ('raredisease ap-4-associated hsp', 'sign changes in the white matter', 'produces'), ('raredisease ap-4-associated hsp', 'sign developmental delay / intellectual disability', 'produces'), ('raredisease ap-4-associated hsp', 'sign wide lateral ventricles', 'produces'), ('raredisease ap-4-associated hsp', 'sign thin corpus callosum', 'produces')}","{('raredisease ap-4-associated hsp', 'sign intellectual disability', 'produces'), ('raredisease ap-4-associated hsp', 'sign developmental delay', 'produces')}"
50,"{'anaphora', 'is_a'}","{'anaphora', 'is_a'}",,,
,,,anaphora,set(),set()
,,,is_a,set(),set()
51,"{'produces', 'anaphora', 'is_acron'}","{'produces', 'anaphora', 'is_a'}",,,
,,,is_a,"{('raredisease cftr', 'disease cystic fibrosis', 'is_a')}",
,,,produces,"{('raredisease cftr', 'sign positive family history', 'produces'), ('raredisease cftr', 'sign cystic fibrosis', 'produces'), ('raredisease cftr', 'sign defective gene', 'produces'), ('raredisease cftr', 'sign sweat test', 'produces'), ('raredisease cftr', 'sign pulmonary disease', 'produces'), ('raredisease cftr', 'sign abnormal irt results', 'produces'), ('raredisease cftr', 'sign pancreatic insufficiency', 'produces')}","{('raredisease cystic fibrosis', 'sign pulmonary disease', 'produces'), ('raredisease cystic fibrosis', 'sign pancreatic insufficiency', 'produces')}"
,,,anaphora,"{('raredisease cftr', 'anaphor ""the disease""', 'anaphora')}","{('raredisease cystic fibrosis', 'anaphor ""the disease""', 'anaphora')}"
,,,is_acron,set(),"{('raredisease cf', 'raredisease cystic fibrosis', 'is_acron')}"
52,"{'produces', 'anaphora', 'is_a', 'is_synon'}","{'produces', 'anaphora', 'is_a'}",,,
,,,produces,"{('raredisease laband syndrome', 'sign malformation or absence of the nails', 'produces'), ('raredisease laband syndrome', 'sign gingival fibromatosis', 'produces'), ('anaphor ""this disorder""', 'sign dysplastic or absent nails at birth', 'produces'), ('anaphor ""this disorder""', 'sign long, thin fingers', 'produces'), ('raredisease laband syndrome', 'sign abnormalities of the hands and feet', 'produces'), ('anaphor ""this disorder""', 'sign large gums', 'produces'), ('anaphor ""this disorder""', 'sign long, thin toes', 'produces')}","{('raredisease laband syndrome', 'sign abnormalities of the hands', 'produces'), ('anaphor ""this disorder""', 'sign abnormally long, thin toes', 'produces'), ('anaphor ""the disorder""', 'sign malformation or absence of the nails', 'produces'), ('anaphor ""this disorder""', 'sign absent nails at birth', 'produces'), ('raredisease laband syndrome', 'sign gingival fibromatosis when the primary teeth appear', 'produces'), ('anaphor ""this disorder""', 'sign dysplastic nails at birth', 'produces'), ('raredisease laband syndrome', 'sign abnormalities of the feet', 'produces'), ('anaphor ""this disorder""', 'sign abnormally long, thin fingers', 'produces')}"
,,,anaphora,"{('raredisease laband syndrome', 'anaphor ""the disorder""', 'anaphora')}","{('sign overgrown gums', 'sign dysplastic nails at birth', 'anaphora')}"
,,,is_a,set(),set()
,,,is_synon,set(),"{('raredisease zimmerman-laband syndrome', 'raredisease laband syndrome', 'is_synon')}"
53,{'increases_risk_of'},"{'increases_risk_of', 'is_a'}",,,
,,,is_a,"{('disease asd', 'disease multiple congenital anomalies', 'is_a'), ('raredisease dup15q', 'raredisease chromosome (cytogenetic) anomalies', 'is_a')}",
,,,increases_risk_of,"{('raredisease dup15q', 'disease intellectual disability', 'increases_risk_of'), ('raredisease dup15q', 'disease asd', 'increases_risk_of'), ('raredisease dup15q', 'disease developmental delay', 'increases_risk_of')}","{('raredisease asd', 'raredisease dup15q', 'increases_risk_of')}"
54,"{'produces', 'is_a', 'is_acron'}","{'produces', 'is_a'}",,,
,,,produces,"{('raredisease baller-gerold syndrome', 'sign distinctive misshaped appearance of the bones of the forearms', 'produces'), ('raredisease baller-gerold syndrome', 'sign distinctive misshaped appearance of the skull', 'produces'), ('raredisease baller-gerold syndrome', 'sign distinctive misshaped appearance of the bones of the hands', 'produces'), ('raredisease baller-gerold syndrome', 'sign distinctive misshaped appearance of the facial (craniofacial) area', 'produces')}","{('raredisease bgs', 'sign distinctive misshaped appearance of the skull', 'produces'), ('raredisease bgs', 'sign distinctive misshaped appearance of the bones of the forearms and hands', 'produces'), ('raredisease bgs', 'sign distinctive misshaped appearance of the facial (craniofacial) area', 'produces')}"
,,,is_a,set(),set()
,,,is_acron,set(),"{('raredisease bgs', 'raredisease baller-gerold syndrome', 'is_acron')}"
55,"{'produces', 'anaphora', 'is_a'}","{'produces', 'anaphora', 'is_a'}",,,
,,,produces,"{('anaphor ""this disorder""', 'sign physical activities may be slightly impaired', 'produces'), ('raredisease batten turner type congenital myopathy', 'sign physical activities may be slightly impaired', 'produces'), ('anaphor ""this disorder""', 'sign falling', 'produces'), ('anaphor ""this disorder""', 'sign floppiness', 'produces'), ('anaphor ""this disorder""', 'sign weakness', 'produces'), ('raredisease batten turner type congenital myopathy', 'sign myopathy', 'produces'), ('anaphor ""this disorder""', 'sign slow, progressive loss of muscle tone', 'produces'), ('anaphor ""this disorder""', 'sign hypotonia', 'produces'), ('anaphor ""this disorder""', 'sign stumbling', 'produces')}","{('anaphor ""this disorder""', 'sign toddlers stumbling', 'produces'), ('anaphor ""this disorder""', 'sign toddlers mild muscle weakness', 'produces'), ('raredisease batten turner type congenital myopathy', 'sign in a newborn general weakness', 'produces'), ('raredisease batten turner type congenital myopathy', 'sign in a newborn hypotonia', 'produces'), ('raredisease batten turner type congenital myopathy', 'sign motor skills slightly delayed', 'produces'), ('raredisease batten turner type congenital myopathy', 'sign in a newborn slow, progressive loss of muscle tone', 'produces'), ('anaphor ""this disorder""', 'sign toddlers prone to falling', 'produces'), ('raredisease batten turner type congenital myopathy', 'sign important developmental milestones slightly delayed', 'produces'), ('raredisease batten turner type congenital myopathy', 'sign adults mild muscle weakness', 'produces')}"
,,,anaphora,set(),"{('raredisease batten turner type congenital myopathy', 'anaphor ""this disease""', 'anaphora')}"
,,,is_a,"{('raredisease batten turner type congenital myopathy', 'disease inherited muscle disease', 'is_a')}","{('disease myopathy', 'disease inherited muscle disease', 'is_a'), ('raredisease batten turner type congenital myopathy', 'disease myopathy', 'is_a')}"
56,{'anaphora'},{'anaphora'},,,
,,,anaphora,"{('raredisease pros1 protein s deficiency', 'anaphor ""the disorder""', 'anaphora')}","{('raredisease protein s deficiency', 'anaphor ""the disorder""', 'anaphora')}"
57,{'is_a'},{'is_a'},,,
,,,is_a,set(),set()
58,"{'produces', 'anaphora', 'is_a'}","{'produces', 'anaphora', 'is_a'}",,,
,,,produces,set(),set()
,,,anaphora,set(),set()
,,,is_a,set(),set()
59,"{'produces', 'is_a'}","{'produces', 'is_a'}",,,
,,,produces,"{('raredisease leukodystrophies', 'sign neurological problems', 'produces'), ('raredisease leukodystrophies', 'sign burning paresthesia from peripheral neuropathy', 'produces'), ('raredisease leukodystrophies', 'sign myelin sheath', 'produces')}","{('raredisease leukodystrophies', 'sign peripheral neuropathy', 'produces'), ('raredisease leukodystrophy', 'sign abnormal development or destruction of the white matter (myelin sheath) of the brain', 'produces'), ('raredisease leukodystrophies', 'sign burning paresthesia', 'produces')}"
,,,is_a,"{('raredisease leukodystrophies', 'disease leukodystrophy', 'is_a')}",set()
60,"{'increases_risk_of', 'is_synon', 'produces', 'is_a', 'is_acron', 'anaphora'}","{'produces', 'anaphora', 'is_a', 'is_acron'}",,,
,,,increases_risk_of,set(),"{('anaphor ""the disease""', 'disease pneumonia', 'increases_risk_of')}"
,,,is_synon,set(),"{('raredisease spongiform encephalopathy', 'raredisease creutzfeldt-jakob disease', 'is_synon')}"
,,,produces,"{('raredisease creutzfeldt-jakob disease', 'sign spongiform encephalopathy', 'produces'), ('anaphor ""the disease""', 'sign slow, involuntary, continual writhing movements', 'produces'), ('anaphor ""the disease""', 'sign loss of physical functions', 'produces'), ('raredisease creutzfeldt-jakob disease', 'sign sudden development of rapidly progressive neurological and neuromuscular symptoms', 'produces'), ('anaphor ""the disease""', 'sign disorientation', 'produces')}","{('anaphor ""the disease""', 'sign coma', 'produces'), ('raredisease creutzfeldt-jakob disease', 'symptom rapidly progressive neurological symptoms', 'produces'), ('anaphor ""the disease""', 'sign loss of physical and intellectual functions', 'produces'), ('raredisease creutzfeldt-jakob disease', 'symptom rapidly progressive neuromuscular symptoms', 'produces'), ('anaphor ""the disease""', 'disease infections of the respiratory tract', 'produces'), ('anaphor ""the disease""', 'symptom disorientation', 'produces')}"
,,,is_a,set(),set()
,,,is_acron,set(),set()
,,,anaphora,set(),"{('raredisease creutzfeldt-jakob disease', 'anaphor ""the disorder""', 'anaphora')}"
61,"{'increases_risk_of', 'produces', 'is_a', 'is_acron', 'anaphora'}","{'produces', 'anaphora', 'is_a', 'is_acron'}",,,
,,,increases_risk_of,set(),"{('sign memory loss', 'sign neurological deterioration', 'increases_risk_of'), ('disease measles', 'anaphor ""the disease""', 'increases_risk_of')}"
,,,produces,"{('anaphor ""the disease""', 'sign involuntary muscle movements', 'produces'), ('anaphor ""the disease""', 'sign memory loss', 'produces'), ('anaphor ""the disease""', 'sign behavioral changes', 'produces'), ('anaphor ""the disease""', 'sign irritability', 'produces'), ('anaphor ""the disease""', 'sign seizures', 'produces'), ('anaphor ""the disease""', 'sign neurological deterioration', 'produces')}","{('raredisease sspe', 'sign neurological deterioration', 'produces'), ('raredisease sspe', 'sign involuntary muscle movements', 'produces'), ('raredisease sspe', 'sign behavioral changes', 'produces'), ('raredisease sspe', 'sign irritability', 'produces'), ('raredisease sspe', 'sign seizures', 'produces'), ('raredisease sspe', 'sign memory loss', 'produces')}"
,,,is_a,"{('raredisease subacute sclerosing panencephalitis', 'disease progressive neurological disorder', 'is_a')}","{('raredisease subacute sclerosing panencephalitis', 'disease neurological disorder', 'is_a')}"
,,,is_acron,set(),set()
,,,anaphora,set(),set()
62,"{'produces', 'anaphora', 'is_a', 'is_acron'}","{'produces', 'anaphora', 'is_a'}",,,
,,,produces,"{(""raredisease waldenstrom's macroglobulinemia"", 'sign low red blood cell counts', 'produces'), (""raredisease waldenstrom's macroglobulinemia"", 'sign bleeding within the retina', 'produces'), ('anaphor ""the disorder""', 'sign peripheral neuropathy', 'produces'), (""raredisease waldenstrom's macroglobulinemia"", 'sign malignant disorder of the bone marrow and lymphatic tissues', 'produces'), ('anaphor ""the disorder""', 'sign enlarged lymph nodes', 'produces'), (""raredisease waldenstrom's macroglobulinemia"", 'sign large numbers of b lymphocytes', 'produces'), ('anaphor ""the disorder""', 'sign enlarged liver', 'produces'), ('anaphor ""the disorder""', 'sign bleeding gums', 'produces'), (""raredisease waldenstrom's macroglobulinemia"", 'sign low platelet counts', 'produces'), (""raredisease waldenstrom's macroglobulinemia"", 'sign bleeding in the retina', 'produces'), ('anaphor ""the disorder""', 'sign hyperviscosity', 'produces'), ('anaphor ""the disorder""', 'sign enlarged spleen', 'produces'), (""raredisease waldenstrom's macroglobulinemia"", 'sign thickened (viscous) blood', 'produces'), (""raredisease waldenstrom's macroglobulinemia"", 'sign fatigue', 'produces'), (""raredisease waldenstrom's macroglobulinemia"", 'sign loss of energy', 'produces'), (""raredisease waldenstrom's macroglobulinemia"", 'sign bleeding gums', 'produces')}","{(""raredisease waldenstrom's macroglobulinemia"", 'sign blurring', 'produces'), ('raredisease wmg', 'sign low red blood cell', 'produces'), (""raredisease waldenstrom's macroglobulinemia"", 'sign enlarged lymph nodes', 'produces'), (""raredisease waldenstrom's macroglobulinemia"", 'sign abnormally large numbers of a particular kind of white blood cell known as b lymphocytes', 'produces'), (""raredisease waldenstrom's macroglobulinemia"", 'sign enlarged liver', 'produces'), ('anaphor ""the disorder""', 'sign small blood vessels tear', 'produces'), ('raredisease wmg', 'sign bleeding of the retina', 'produces'), ('anaphor ""the disorder""', 'sign bleeding in the gums', 'produces'), (""raredisease waldenstrom's macroglobulinemia"", 'sign bleeding from the gums', 'produces'), ('anaphor ""the disorder""', 'sign blood to become thick', 'produces'), (""raredisease waldenstrom's macroglobulinemia"", 'sign viscous blood', 'produces'), ('disease peripheral neuropathy', 'sign tingling in the fingers and toes', 'produces'), ('anaphor ""the disorder""', 'sign large amounts of igm', 'produces'), (""raredisease waldenstrom's macroglobulinemia"", 'sign excessive quantities of igm', 'produces'), (""raredisease waldenstrom's macroglobulinemia"", 'symptom fatigue', 'produces'), (""raredisease waldenstrom's macroglobulinemia"", 'sign vision impairment', 'produces'), (""raredisease waldenstrom's macroglobulinemia"", 'sign enlarged spleen', 'produces'), (""raredisease waldenstrom's macroglobulinemia"", 'symptom loss of energy', 'produces'), ('raredisease wmg', 'sign low platelet counts', 'produces'), (""raredisease waldenstrom's macroglobulinemia"", 'sign changes in blood flow through the blood vessels that serve the retina', 'produces')}"
,,,anaphora,"{(""raredisease waldenstrom's macroglobulinemia"", 'anaphor ""the disorder""', 'anaphora')}","{('raredisease wmg', 'anaphor ""this disorder""', 'anaphora')}"
,,,is_a,set(),"{(""raredisease waldenstrom's macroglobulinemia"", 'disease malignant disorder of the bone marrow and lymphatic tissues', 'is_a')}"
,,,is_acron,set(),"{('raredisease wmg', ""raredisease waldenstrom's macroglobulinemia"", 'is_acron')}"
63,"{'produces', 'anaphora'}","{'produces', 'anaphora'}",,,
,,,produces,"{('raredisease hyperferritinemia-cataract syndrome', 'sign cataracts', 'produces')}",set()
,,,anaphora,set(),"{('raredisease hyperferritinemia-cataract syndrome', 'anaphor ""it""', 'anaphora')}"
64,{'produces'},{'produces'},,,
,,,produces,"{('raredisease west syndrome', 'sign violent jackknife or ""salaam"" movements', 'produces'), ('raredisease west syndrome', 'sign mild twitching of the eye', 'produces'), ('raredisease west syndrome', 'sign epileptic/infantile spasms', 'produces')}","{('raredisease west syndrome', 'sign eye changes', 'produces'), ('raredisease west syndrome', 'sign violent jackknife', 'produces'), ('raredisease west syndrome', 'sign ""salaam"" movements', 'produces'), ('raredisease west syndrome', 'sign abnormal brain wave patterns', 'produces')}"
65,"{'produces', 'anaphora', 'is_a', 'is_acron'}","{'produces', 'is_a'}",,,
,,,produces,"{('raredisease alagille syndrome', 'sign congenital heart defects', 'produces'), ('raredisease alagille syndrome', 'sign severe itching', 'produces'), ('raredisease alagille syndrome', 'sign cholestasis', 'produces'), ('raredisease alagille syndrome', 'sign poor weight gain', 'produces'), ('raredisease alagille syndrome', 'sign heart murmurs', 'produces'), ('raredisease alagille syndrome', 'sign poor growth', 'produces'), ('raredisease alagille syndrome', 'sign distinctive facial features', 'produces'), ('raredisease alagille syndrome', 'sign posterior embryotoxon', 'produces'), ('raredisease alagille syndrome', 'sign pale, loose stools', 'produces'), ('raredisease alagille syndrome', 'sign thickening of the ring that normally lines the cornea in the eye', 'produces'), ('raredisease alagille syndrome', 'sign vertebral (back bone) differences', 'produces'), ('raredisease alagille syndrome', 'sign jaundice', 'produces'), ('raredisease alagille syndrome', 'sign block of the flow of bile from the liver', 'produces')}","{('anaphor ""the disorder""', 'sign thickening of posterior embryotoxon', 'produces'), ('anaphor ""the disorder""', 'sign vertebral differences', 'produces'), ('anaphor ""the disorder""', 'sign poor weight gain', 'produces'), ('anaphor ""the disorder""', 'sign jaundice', 'produces'), ('anaphor ""the disorder""', 'sign heart murmurs', 'produces'), ('anaphor ""the disorder""', 'sign cholestasis', 'produces'), ('anaphor ""the disorder""', 'sign congenital heart defects', 'produces'), ('anaphor ""the disorder""', 'sign pale, loose stools', 'produces'), ('anaphor ""the disorder""', 'sign distinctive facial features', 'produces'), ('anaphor ""the disorder""', 'sign pruritis', 'produces'), ('anaphor ""the disorder""', 'sign poor growth', 'produces')}"
,,,anaphora,set(),"{('raredisease alagille syndrome', 'anaphor ""the disorder""', 'anaphora')}"
,,,is_a,set(),set()
,,,is_acron,set(),"{('raredisease algs', 'raredisease alagille syndrome', 'is_acron')}"
66,{'produces'},{'produces'},,,
,,,produces,"{('skinraredisease elephantiasis', 'sign gross enlargement of an area of the body, especially the limbs', 'produces'), ('skinraredisease elephantiasis', 'sign lymph in the affected areas', 'produces'), ('skinraredisease elephantiasis', 'sign obstruction of the lymphatic system', 'produces')}","{('disease elephantiasis', 'sign accumulation of a fluid called lymph in the affected areas', 'produces'), ('disease elephantiasis', 'sign obstruction of the lymphatic system', 'produces'), ('disease elephantiasis', 'sign gross enlargement of an area of the body, especially the limbs', 'produces')}"
67,"{'produces', 'anaphora', 'is_a'}","{'produces', 'anaphora', 'is_a'}",,,
,,,produces,"{('anaphor ""this disorder""', 'sign twisting of the jejunal around the marginal artery', 'produces'), ('anaphor ""this disorder""', 'sign partial absence of the fold of the stomach membrane', 'produces')}","{('anaphor ""this disorder""', 'sign the jejunal twists around the marginal arter', 'produces'), ('anaphor ""this disorder""', 'sign partial absence of the fold of the stomach membrane that connects the small intestine to the back wall of the abdomen', 'produces')}"
,,,anaphora,set(),"{('raredisease jejunal atresia', 'anaphor ""it""', 'anaphora')}"
,,,is_a,set(),set()
68,"{'produces', 'anaphora', 'is_a'}","{'produces', 'is_a'}",,,
,,,produces,"{('raredisease carnosinemia', 'symptom drowsiness', 'produces'), ('raredisease carnosinemia', 'sign motor delays', 'produces'), ('raredisease carnosinemia', 'sign high levels of carnosine', 'produces'), ('raredisease carnosinemia', 'sign low muscle tone', 'produces'), ('raredisease carnosinemia', 'sign delayed intellectual development', 'produces'), ('raredisease carnosinemia', 'sign eeg abnormal', 'produces'), ('raredisease carnosinemia', 'sign high levels of anserine', 'produces'), ('raredisease carnosinemia', 'sign muscle weakness congenital myopathy', 'produces'), ('raredisease carnosinemia', 'sign slow growth', 'produces'), ('raredisease carnosinemia', 'sign extreme drowsiness', 'produces'), ('raredisease carnosinemia', 'sign developmental regression', 'produces')}","{('sign developmental delays', 'raredisease congenital myopathy', 'produces'), ('sign developmental delays', 'sign seizures', 'produces'), ('sign developmental delays', 'sign congenital myopathy', 'produces'), ('sign developmental delays', 'sign myoclonic seizures.', 'produces'), ('raredisease carnosinemia', 'sign drowsiness', 'produces'), ('sign developmental delays', 'anaphor ""this disorder""', 'produces'), ('sign developmental delays', 'sign very low activity of the enzyme carnosinase in the blood', 'produces'), ('sign developmental delays', 'sign intellectual deficit', 'produces'), ('sign developmental delays', 'sign developmental regression', 'produces'), ('raredisease carnosinemia', 'sign abnormally high levels of carnosine and anserine in the serum and urine', 'produces'), ('sign developmental delays', 'sign delayed intellectual development', 'produces'), ('sign developmental delays', 'sign intellectual disabilities', 'produces'), ('raredisease carnosinemia', 'sign very low activity of the enzyme carnosinase in the blood', 'produces')}"
,,,anaphora,set(),"{('raredisease carnosinemia', 'anaphor ""this disorder""', 'anaphora'), ('raredisease carnosinemia', 'anaphor ""this condition""', 'anaphora')}"
,,,is_a,set(),set()
69,"{'produces', 'increases_risk_of', 'anaphora', 'is_acron'}","{'produces', 'increases_risk_of', 'anaphora'}",,,
,,,produces,"{('raredisease mikulicz syndrome', 'sign parotid enlargement', 'produces'), ('raredisease mikulicz syndrome', 'sign salivary enlargement', 'produces'), ('raredisease mikulicz syndrome', 'sign swollen submaxillary glands', 'produces'), ('raredisease mikulicz syndrome', 'sign enlarged tear glands', 'produces'), ('raredisease mikulicz syndrome', 'sign hard, painless swellings of the saliva glands of the mouth and those near the ears', 'produces'), ('raredisease mikulicz syndrome', 'sign parotids enlargement', 'produces'), ('raredisease mikulicz syndrome', 'sign enlarged glands in the neck', 'produces'), ('raredisease mikulicz syndrome', 'sign abnormal enlargement of glands in the head and neck', 'produces'), ('raredisease mikulicz syndrome', 'sign lacrimal enlargement', 'produces')}","{('raredisease mikulicz syndrome', 'sign enlargement of glands in the head and neck', 'produces'), ('raredisease mikulicz syndrome', 'sign enlargement of glands salivary', 'produces'), ('raredisease mikulicz syndrome', 'sign enlarged parotid glands', 'produces'), ('raredisease mikulicz syndrome', 'sign enlarged lacrimal glands', 'produces'), ('raredisease mikulicz syndrome', 'sign leading to absent or decreased tears', 'produces'), ('raredisease mikulicz syndrome', 'sign tumefactions of the salivary glands', 'produces'), ('raredisease mikulicz syndrome', 'sign enlargement of glands lacrimal', 'produces'), ('raredisease mikulicz syndrome', 'sign glands submaxillary swollen', 'produces'), ('raredisease mikulicz syndrome', 'sign enlargement of glands in the parotids', 'produces')}"
,,,increases_risk_of,"{('disease lymphosarcoma', 'raredisease mikulicz syndrome', 'increases_risk_of'), ('disease lupus', 'raredisease mikulicz syndrome', 'increases_risk_of'), ('disease leukemia', 'raredisease mikulicz syndrome', 'increases_risk_of'), (""disease hodgkin's disease"", 'raredisease mikulicz syndrome', 'increases_risk_of'), ('disease syphilis', 'raredisease mikulicz syndrome', 'increases_risk_of'), ('disease sle', 'raredisease mikulicz syndrome', 'increases_risk_of'), ('disease tuberculosis', 'raredisease mikulicz syndrome', 'increases_risk_of'), ('disease sjogren syndrome', 'raredisease mikulicz syndrome', 'increases_risk_of')}","{('raredisease mikulicz syndrome', 'raredisease lymphomas', 'increases_risk_of')}"
,,,anaphora,set(),set()
,,,is_acron,set(),"{('raredisease sle', 'raredisease lupus', 'is_acron')}"
70,set(),set(),,,
71,set(),set(),,,
72,"{'produces', 'anaphora', 'is_a'}","{'produces', 'anaphora'}",,,
,,,produces,"{('anaphor ""the disorder""', 'sign flat nasal bridge with a prominent nasal tip', 'produces'), ('raredisease chromosome 14 ring', 'sign abnormalities of the 14th chromosome', 'produces')}","{('anaphor ""the disorder""', 'sign flat nasal bridge', 'produces'), ('anaphor ""the disorder""', 'sign prominent nasal tip', 'produces')}"
,,,anaphora,set(),set()
,,,is_a,set(),"{('disease chromosomal disorders', 'disease chromosomal disorder', 'is_a')}"
73,"{'anaphora', 'is_a', 'is_acron'}","{'produces', 'anaphora', 'is_a', 'is_acron'}",,,
,,,produces,"{('raredisease ewing sarcoma', 'sign tumors', 'produces'), ('anaphor ""these tumors""', 'sign tumor', 'produces')}",
,,,anaphora,set(),"{('raredisease ewing family of tumors', 'anaphor ""these tumors""', 'anaphora'), ('raredisease ewing family of tumors', 'anaphor ""this family""', 'anaphora'), ('raredisease primitive neuroectodermal tumor', 'anaphor ""these tumors""', 'anaphora')}"
,,,is_a,"{('anaphor ""these tumors""', 'disease tumor', 'is_a')}","{('raredisease ewing sarcoma', 'anaphor ""this family""', 'is_a'), ('raredisease primitive neuroectodermal tumor', 'raredisease ewing sarcoma', 'is_a'), ('raredisease extraosseous ewing sarcoma', 'anaphor ""it""', 'is_a'), ('anaphor ""these tumors""', 'raredisease ewing family of tumors', 'is_a'), (""raredisease askin's tumor"", 'raredisease ewing sarcoma', 'is_a')}"
,,,is_acron,"{('raredisease eft', 'raredisease ewing sarcoma of bone', 'is_acron')}","{('raredisease eft', 'raredisease ewing family of tumors', 'is_acron')}"
74,"{'anaphora', 'is_a'}","{'produces', 'anaphora', 'is_a'}",,,
,,,produces,"{('raredisease hypoplastic left heart syndrome', 'sign congenital heart defects', 'produces')}",
,,,anaphora,set(),set()
