doc_name,gold_rels,pred_rels,rel_type,fp_prediction,fn_prediction
Chromosome-14-Ring,"{'produces', 'is_a', 'anaphora'}","{'produces', 'anaphora'}",,"{('chromosome 14 ring', 'large, low-set ears', 'produces'), ('""the disorder""', 'growth delays', 'produces'), ('chromosome 14 ring', 'ocular hypertelorism', 'produces'), ('""the disorder""', 'psychomotor delays', 'produces'), ('""the disorder""', 'episodes of uncontrolled electrical activity in the brain', 'produces'), ('chromosome 14 ring', 'flat nasal bridge', 'produces'), ('""the disorder""', 'mental retardation', 'produces'), ('chromosome 14 ring', 'high forehead', 'produces'), ('chromosome 14 ring', 'thin upper lip', 'produces'), ('chromosome 14 ring', 'microcephaly', 'produces'), ('chromosome 14 ring', 'prominent nasal tip', 'produces')}","{('chromosome 14 ring', 'mental retardation', 'produces'), ('chromosome 14 ring', 'seizures', 'produces'), ('chromosomal disorders', 'chromosomal disorder', 'is_a'), ('chromosome 14 ring', 'psychomotor delays', 'produces'), ('""the disorder""', 'elongated face', 'produces'), ('chromosome 14 ring', 'growth delays', 'produces')}"
Spinocerebellar-Ataxia-with-Axonal-Neuropathy,{'anaphora'},{'anaphora'},,set(),set()
Pseudo-Hurler-Polydystrophy,"{'produces', 'is_synon', 'is_a', 'anaphora'}","{'produces', 'is_a', 'anaphora'}",,"{('""this disorder""', 'decreased lysosomal enzyme levels in white blood cells', 'produces'), ('pseudo-hurler polydystrophy', 'scoliosis', 'produces'), ('pseudo-hurler polydystrophy', 'progressive joint stiffness', 'produces'), ('pseudo-hurler polydystrophy', 'mucolipids', 'produces'), ('""this disorder""', 'elevated lysosomal enzyme activity in serum', 'produces'), ('pseudo-hurler polydystrophy', 'skeletal deformities of the hands', 'produces'), ('pseudo-hurler polydystrophy', 'claw-hands', 'produces'), ('""this disorder""', 'decreased enzyme levels in fibroblasts', 'produces'), ('pseudo-hurler polydystrophy', 'defective enzyme', 'produces'), ('pseudo-hurler polydystrophy', 'accumulation of mucopolysaccharides', 'produces')}","{('pseudo-hurler polydystrophy', 'clouding of the corneas of the eyes', 'produces'), ('pseudo-hurler polydystrophy', 'growth delays', 'produces'), ('pseudo-hurler polydystrophy', 'mild mental retardation', 'produces'), ('mucolipidosis type ii', 'i-cell disease', 'is_synon'), ('pseudo-hurler polydystrophy', 'defective upd-n-acetylglucosamine-1-phosphotransferase', 'produces'), ('""this disorder""', 'skeletal deformities of the hands', 'produces'), ('mucolipidosis type iii', 'pseudo-hurler polydystrophy', 'is_synon'), ('""this disorder""', 'scoliosis', 'produces'), ('""this disorder""', 'progressive joint stiffness', 'produces'), ('""this disorder""', 'claw-hands', 'produces'), ('pseudo-hurler polydystrophy', 'elevated lysosomal enzyme activity in serum', 'produces'), ('pseudo-hurler polydystrophy', 'deterioration of the hip joints', 'produces'), ('pseudo-hurler polydystrophy', 'accumulation of mucopolysaccharides and mucolipids', 'produces'), ('pseudo-hurler polydystrophy', 'decreased enzyme levels in white blood cells', 'produces'), ('pseudo-hurler polydystrophy', 'decreased enzyme levels in fibroblasts', 'produces'), ('pseudo-hurler polydystrophy', 'easy fatigability', 'produces'), ('pseudo-hurler polydystrophy', 'mild to moderate coarseness of facial features', 'produces')}"
Elephantiasis,{'produces'},{'produces'},,"{('elephantiasis', 'gross enlargement of an area of the body', 'produces'), ('elephantiasis', 'lymphedema', 'produces'), ('elephantiasis', 'accumulation of lymph', 'produces')}","{('elephantiasis', 'gross enlargement of an area of the body, especially the limbs', 'produces'), ('elephantiasis', 'accumulation of a fluid called lymph in the affected areas', 'produces')}"
Laband-Syndrome,"{'produces', 'is_synon', 'is_a', 'anaphora'}","{'produces', 'is_a', 'anaphora'}",,"{('""this disorder""', 'malformation or absence of the nails', 'produces'), ('laband syndrome', 'gingival fibromatosis', 'produces'), ('laband syndrome', 'overgrown gums', 'produces'), ('laband syndrome', 'gums thick', 'produces'), ('laband syndrome', 'mental retardation', 'produces'), ('laband syndrome', 'dysplastic nails', 'produces'), ('laband syndrome', 'abnormalities of the hands and feet', 'produces'), ('laband syndrome', 'overgrowth of teeth', 'produces')}","{('laband syndrome', 'abnormalities of the feet', 'produces'), ('""this disorder""', 'mental retardation', 'produces'), ('laband syndrome', 'abnormalities of the hands', 'produces'), ('""this disorder""', 'dysplastic nails at birth', 'produces'), ('""this disorder""', 'abnormally long, thin fingers', 'produces'), ('zimmerman-laband syndrome', 'laband syndrome', 'is_synon'), ('laband syndrome', 'gingival fibromatosis when the primary teeth appear', 'produces'), ('""this disorder""', 'gingival fibromatosis', 'produces'), ('""the disorder""', 'malformation or absence of the nails', 'produces'), ('""this disorder""', 'overgrown gums', 'produces'), ('""this disorder""', 'abnormally long, thin toes', 'produces'), ('overgrown gums', 'dysplastic nails at birth', 'anaphora'), ('""this disorder""', 'absent nails at birth', 'produces')}"
Leukoencephalopathy-with-Brain-Stem-and-Spinal-Cord-Involvement-and-Lactate-Elevation,{'anaphora'},{'anaphora'},,set(),set()
Tinnitus,"{'produces', 'is_a', 'anaphora'}","{'produces', 'is_a', 'anaphora'}",,"{('""it""', 'tinnitus', 'is_a'), ('""it""', 'tinnitus', 'produces')}","{('non-rhythmic tinnitus', 'tinnitus', 'is_a'), ('non-rhythmic tinnitus', 'tinnitus', 'produces'), ('rhythmic tinnitus', 'tinnitus', 'is_a'), ('rhythmic tinnitus', 'tinnitus', 'produces')}"
Argininie_-Glycine-Amidinotransferase-Deficiency,{'produces'},set(),,set(),"{('ccds', 'autism', 'produces'), ('agat', 'intellectual disabilities', 'produces'), ('agat', 'seizure', 'produces'), ('ccds', 'agat', 'produces'), ('agat', 'delayed speech', 'produces')}"
Pseudocholinesterase-Deficiency,"{'produces', 'is_synon', 'is_a', 'anaphora'}","{'is_acron', 'produces', 'is_a', 'anaphora'}",,"{('pseudocholinesterase deficiency', 'excess anesthetic agent succinylcholine', 'produces'), ('pseudocholinesterase deficiency', 'absence of the enzyme pseudocholinesterase in their blood serum', 'produces'), ('pseudocholinesterase deficiency', 'mechanical ventilation is essential', 'produces'), ('pseudocholinesterase deficiency', '""the disorder""', 'anaphora'), ('pseudocholinesterase deficiency', 'apnea', 'produces'), ('pseudocholinesterase deficiency', 'respiratory muscles paralyzed', 'produces'), ('""the drug""', 'upper airway apnea', 'produces'), ('""it""', 'pseudocholinesterase deficiency', 'is_acron'), ('pseudocholinesterase deficiency', 'hypersensitivity to any of several anesthetics', 'produces'), ('""the drug""', 'apnea', 'produces'), ('pseudocholinesterase deficiency', 'mivacurium', 'produces'), ('""the drug""', 'central apnea', 'produces'), ('""the drug""', 'diaphragmatic apnea', 'produces'), ('pseudocholinesterase deficiency', '""the drug""', 'anaphora')}","{('infantile apnea', ""pauses in breathing during an infant's sleep"", 'produces'), ('pseudocholinesterase deficiency', 'when anesthetic drugs administered muscles that work the lungs may become paralyzed', 'produces'), ('central apnea', 'no chest movements during the pauses in breathing', 'produces'), ('""the disorder""', 'chest movements but no passage of air through the mouth or nostrils', 'produces'), ('upper airway apnea', 'obstructive apnea', 'is_synon'), ('pseudocholinesterase deficiency', 'very sensitive to any of several anesthetic agents', 'produces'), ('obstructive apnea', '""the disorder""', 'anaphora'), ('pseudocholinesterase deficiency', 'deficiency of the enzyme pseudocholinesterase', 'produces'), ('pseudocholinesterase deficiency', '""it""', 'anaphora'), ('diaphragmatic apnea', 'central apnea', 'is_synon'), ('infantile apnea', 'apnea', 'produces'), ('""it""', 'apnea', 'produces'), ('pseudocholinesterase deficiency', 'very sensitive to derived from choline', 'produces'), ('pseudocholinesterase deficiency', 'shortage or absence of the enzyme pseudocholinesterase in their blood serum', 'produces'), ('mixed apnea', 'central apnea followed by or intermixed with an obstructive apnea', 'produces'), ('pseudocholinesterase deficiency', 'if anesthetic derivative of choline given apnea', 'produces')}"
Gitelman-Syndrome,"{'produces', 'anaphora'}","{'produces', 'anaphora'}",,"{('gitelman syndrome', 'salt wasting', 'produces'), ('gitelman syndrome', '""these disorders""', 'anaphora')}","{('gitelman syndrome', 'lower blood pressures', 'produces')}"
Cat-Eye-Syndrome,"{'is_acron', 'produces', 'is_a', 'anaphora'}","{'produces', 'is_a', 'anaphora'}",,"{('""this syndrome""', 'cleft or gap in the iris below the pupil', 'produces'), ('""this syndrome""', '""the disorder""', 'is_a'), ('ces', '""the disorder""', 'is_a'), ('cat eye syndrome', '""the disorder""', 'anaphora'), ('cat eye syndrome', '""this defect""', 'anaphora'), ('""this syndrome""', 'elongated pupil', 'produces')}","{('cat eye syndrome', 'eye abnormality', 'produces'), ('cat eye syndrome', ""appearance of a cat's eye"", 'produces'), ('ces', 'cat eye syndrome', 'is_acron'), ('cat eye syndrome', 'coloboma', 'produces'), ('cat eye syndrome', 'gap in the iris below the pupil', 'produces'), ('cat eye syndrome', 'elongated pupil', 'produces')}"
CADASIL,"{'is_a', 'anaphora'}","{'is_a', 'anaphora'}",,set(),set()
Pediatric-Crohns-Disease,"{'produces', 'anaphora'}","{'is_a', 'anaphora'}",,"{('""the disorder""', 'inflammatory bowel disease', 'is_a')}","{('very early onset (veo) inflammatory bowel disease', ""crohn's disease in children less than 6 years old"", 'produces'), (""pediatric crohn's disease"", '""it""', 'anaphora')}"
Myopathy-Congenital-Batten-Turner-Type,"{'produces', 'is_a', 'anaphora'}","{'produces', 'is_a', 'anaphora'}",,"{('batten turner type congenital myopathy', 'inherited muscle disease', 'is_a'), ('batten turner type congenital myopathy', 'floppiness at birth', 'produces'), ('""this disorder""', 'predisposition to fall', 'produces'), ('""this disorder""', 'mild muscle weakness', 'produces'), ('""this disorder""', 'prone to stumbling', 'produces'), ('""this disorder""', 'slow, progressive loss of muscle tone', 'produces'), ('""this disorder""', 'weakness', 'produces'), ('""this disorder""', 'hypotonia', 'produces'), ('""this disorder""', 'floppiness', 'produces'), ('batten turner type congenital myopathy', '""the disease""', 'anaphora')}","{('myopathy', 'inherited muscle disease', 'is_a'), ('""this disorder""', 'toddlers prone to falling', 'produces'), ('batten turner type congenital myopathy', 'important developmental milestones slightly delayed', 'produces'), ('""this disorder""', 'toddlers stumbling', 'produces'), ('batten turner type congenital myopathy', 'myopathy', 'is_a'), ('batten turner type congenital myopathy', 'in a newborn slow, progressive loss of muscle tone', 'produces'), ('batten turner type congenital myopathy', 'in a newborn general weakness', 'produces'), ('batten turner type congenital myopathy', 'adults mild muscle weakness', 'produces'), ('batten turner type congenital myopathy', '""this disease""', 'anaphora'), ('batten turner type congenital myopathy', 'in a newborn hypotonia', 'produces'), ('""this disorder""', 'toddlers mild muscle weakness', 'produces'), ('batten turner type congenital myopathy', 'motor skills slightly delayed', 'produces')}"
Creutzfeldt-Jakob-Disease,"{'is_acron', 'produces', 'is_a', 'is_synon', 'increases_risk_of', 'anaphora'}","{'is_acron', 'produces', 'is_a', 'anaphora'}",,"{('creutzfeldt-jakob disease', 'neuromuscular abnormalities', 'produces'), ('creutzfeldt-jakob disease', 'muscle weakness', 'produces'), ('""the disease""', 'pneumonia', 'produces'), ('""the disease""', 'behavioral changes', 'produces'), ('creutzfeldt-jakob disease', 'coma', 'produces'), ('creutzfeldt-jakob disease', 'dementia', 'produces'), ('""the disease""', 'progressive deterioration of cognitive processes', 'produces'), ('creutzfeldt-jakob disease', 'myoclonus', 'produces'), ('""the disease""', 'impaired coordination', 'produces'), ('creutzfeldt-jakob disease', 'wasting', 'produces'), ('""the disease""', 'impaired vision', 'produces'), ('creutzfeldt-jakob disease', 'neurological symptoms', 'produces'), ('""the disease""', 'increased susceptibility to repeated infections', 'produces'), ('""the disease""', 'spongiform encephalopathy', 'produces'), ('""the disease""', 'depression', 'produces'), ('""the disease""', 'neurological symptoms', 'produces'), ('creutzfeldt-jakob disease', 'spongiform encephalopathy', 'produces'), ('creutzfeldt-jakob disease', 'athetosis', 'produces')}","{('creutzfeldt-jakob disease', '""the disease""', 'anaphora'), ('""the disease""', 'athetosis', 'produces'), ('""the disease""', 'personality disintegration', 'produces'), ('""the disease""', 'myoclonus', 'produces'), ('""the disease""', 'neuromuscular abnormalities', 'produces'), ('""the disease""', 'infections of the respiratory tract', 'produces'), ('""the disease""', 'disorientation', 'produces'), ('creutzfeldt-jakob disease', 'rapidly progressive neurological symptoms', 'produces'), ('""the disease""', 'loss of physical and intellectual functions', 'produces'), ('""the disease""', 'agitation', 'produces'), ('spongiform encephalopathy', 'creutzfeldt-jakob disease', 'is_synon'), ('""the disease""', 'impairment of memory control', 'produces'), ('creutzfeldt-jakob disease', 'rapidly progressive neuromuscular symptoms', 'produces'), ('""the disease""', 'restlessness', 'produces'), ('""the disease""', 'pneumonia', 'increases_risk_of'), ('""the disease""', 'wasting', 'produces'), ('""the disease""', 'muscle weakness', 'produces')}"
Turner-Syndrome,{'anaphora'},{'anaphora'},,"{('turner syndrome', '""it""', 'anaphora')}",set()
Tarsal-Tunnel-Syndrome,{'anaphora'},{'anaphora'},,set(),set()
Hypoparathyroidism,set(),set(),,set(),set()
Potter-Syndrome,"{'increases_risk_of', 'anaphora'}","{'increases_risk_of', 'anaphora'}",,"{('potter syndrome', '""it""', 'anaphora'), ('bilateral renal agenesis', '""this condition""', 'increases_risk_of')}","{('bilateral renal agenesis', 'potter syndrome', 'increases_risk_of')}"
Anemia-Hereditary-Nonspherocytic-Hemolytic,"{'produces', 'is_a', 'anaphora'}","{'produces', 'is_a', 'anaphora'}",,set(),"{('hereditary nonspherocytic hemolytic anemia', 'genetically transmitted blood disorders', 'is_a')}"
Townes-Brocks-Syndrome,"{'is_acron', 'produces', 'is_a', 'anaphora'}","{'produces', 'is_a', 'anaphora'}",,"{('townes-brocks syndrome', 'duplicated thumbs', 'produces'), ('townes-brocks syndrome', 'flat feet', 'produces'), ('townes-brocks syndrome', '""it""', 'anaphora'), ('townes-brocks syndrome', 'overlapping toes', 'produces'), ('townes-brocks syndrome', 'short third toe', 'produces'), ('townes-brocks syndrome', 'triphalangeal thumbs', 'produces'), ('townes-brocks syndrome', '""the condition""', 'anaphora')}","{('tbs', 'overlapping toes', 'produces'), ('townes-brocks syndrome', 'polycystic kidneys', 'produces'), ('tbs', 'preaxial polydactyly', 'produces'), ('townes-brocks syndrome', 'mental retardation', 'produces'), ('tbs', 'feet anomalies', 'produces'), ('tbs', 'folded rim of skin and cartilage around the outer ear', 'produces'), ('tbs', 'townes-brocks syndrome', 'is_acron'), ('tbs', 'imperforate anus', 'produces'), ('townes-brocks syndrome', 'kidney anomalies', 'produces'), ('tbs', 'congenital sensorineural', 'produces'), ('tbs', 'conductive hearing loss', 'produces'), ('townes-brocks syndrome', 'displaced or rotated kidneys', 'produces'), ('townes-brock syndrome', '""this condition""', 'anaphora'), ('tbs', 'triphalangeal thumbs', 'produces'), ('tbs', 'small ears', 'produces'), ('townes-brocks syndrome', 'kidney dysfunction', 'produces'), ('townes-brocks syndrome', 'horseshoe kidney', 'produces'), ('tbs', 'thumb malformations', 'produces'), ('townes-brocks syndrome', 'kidney malformations', 'produces'), ('tbs', 'flat feet', 'produces'), ('tbs', 'short third toe', 'produces')}"
Soft-Tissue-Sarcoma,"{'is_a', 'anaphora'}",{'anaphora'},,"{('soft tissue sarcomas', '""this tumors""', 'anaphora')}","{('soft tissue sarcomas', '""this""', 'anaphora'), ('soft tissue sarcomas', 'cancers', 'is_a'), ('soft tissue sarcomas', '""they""', 'anaphora'), ('soft tissue sarcomas', 'tumors', 'is_a')}"
Primary-Central-Nervous-System-Lymphoma,"{'is_acron', 'increases_risk_of', 'is_a'}","{'is_acron', 'produces', 'is_a', 'anaphora'}",,"{('primary central nervous system lymphoma', 'brain tumor', 'is_a'), ('pcnsl', 'impaired immune system', 'produces'), ('pcnsl', 'brain tumor', 'is_a'), ('pcnsl', 'immunosuppression', 'produces'), ('primary central nervous system lymphoma', '""it""', 'anaphora'), ('primary central nervous system lymphoma', '""this""', 'anaphora')}","{('primary central nervous system lymphoma', 'brain tumors', 'is_a'), ('congenital immunodeficiency syndromes', 'primary cns lymphoma', 'increases_risk_of'), ('hiv', 'primary cns lymphoma', 'increases_risk_of'), ('primary cns lymphoma', 'brain tumor', 'is_a'), ('aids', 'primary cns lymphoma', 'increases_risk_of')}"
Dup15q-Syndrome,{'increases_risk_of'},{'anaphora'},,"{('dup15q', '""it""', 'anaphora'), ('dup15q', '""the disorder""', 'anaphora')}","{('asd', 'dup15q', 'increases_risk_of')}"
Mandibuloacral-Dysplasia,{'anaphora'},{'anaphora'},,set(),set()
Alveolar-Soft-Part-Sarcoma,"{'is_acron', 'produces', 'is_a', 'anaphora'}","{'produces', 'is_a', 'anaphora'}",,"{('asps', 'multiple nodules', 'produces'), ('alveolar soft part sarcoma', 'soft tissue tumor', 'is_a'), ('asps', '""this disorder""', 'produces'), ('asps', 'sarcoma', 'produces'), ('asps', 'painless mass', 'produces'), ('alveolar soft part sarcoma', '""this disorder""', 'anaphora'), ('asps', 'tumor', 'produces')}","{('alveolar soft part sarcoma', 'slow growing soft tissue tumor', 'is_a'), ('""it""', 'soft tissue sarcomas', 'is_a'), ('asps', 'painless mass in the buttock', 'produces'), ('asps', '""this tumor""', 'anaphora'), ('asps', 'alveolar soft part sarcoma', 'is_acron'), ('asps', 'painless mass in the leg', 'produces'), ('""it""', 'unbalanced translocation', 'produces'), ('""the sarcoma""', 'sarcoma', 'is_a'), ('""it""', 'sarcomas', 'is_a'), ('asps', '""the sarcoma""', 'anaphora'), ('soft tissue sarcomas', 'cancers', 'is_a'), ('asps', '""the disorder""', 'anaphora')}"
Subacute-Sclerosing-Panencephalitis,"{'is_acron', 'produces', 'is_a', 'increases_risk_of', 'anaphora'}","{'produces', 'is_a', 'anaphora'}",,"{('subacute sclerosing panencephalitis', 'behavioral changes', 'produces'), ('subacute sclerosing panencephalitis', 'memory loss', 'produces'), ('subacute sclerosing panencephalitis', 'irritability', 'produces'), ('subacute sclerosing panencephalitis', 'involuntary muscle movements', 'produces'), ('subacute sclerosing panencephalitis', 'progressive neurological disorder', 'is_a'), ('subacute sclerosing panencephalitis', 'seizures', 'produces'), ('subacute sclerosing panencephalitis', 'neurological deterioration', 'produces')}","{('subacute sclerosing panencephalitis', 'neurological disorder', 'is_a'), ('sspe', 'behavioral changes', 'produces'), ('sspe', 'involuntary muscle movements', 'produces'), ('memory loss', 'neurological deterioration', 'increases_risk_of'), ('sspe', 'memory loss', 'produces'), ('sspe', 'subacute sclerosing panencephalitis', 'is_acron'), ('measles', '""the disease""', 'increases_risk_of'), ('sspe', 'irritability', 'produces'), ('sspe', 'neurological deterioration', 'produces'), ('sspe', 'seizures', 'produces')}"
Floating-Harbor-Syndrome,{'anaphora'},{'anaphora'},,"{('floating-harbor syndrome', '""these individuals""', 'anaphora')}",set()
Dysplasia-Epiphysealis-Hemimelica,"{'is_acron', 'produces', 'is_a', 'is_synon', 'anaphora'}","{'produces', 'is_a', 'anaphora'}",,"{('""it""', 'generalized', 'produces'), ('deh', 'developmental bone disease', 'is_a'), ('deh', '""it""', 'anaphora'), ('""it""', 'abnormal growth of cartilage', 'produces'), ('""it""', 'upper limbs', 'produces'), ('""it""', 'tarsal bones', 'produces'), ('""it""', 'bone of the ankle joints', 'produces'), ('dysplasia epiphysealis hemimelica', 'developmental bone disease of childhood', 'is_a'), ('""it""', 'bone of the knee', 'produces')}","{('""it""', 'abnormal growth of cartilage arising from the cartilage of the terminal ends (epiphysis) of the long bones', 'produces'), (""trevor's disease,"", 'dysplasia epiphysealis hemimelica', 'is_synon'), ('deh', 'dysplasia epiphysealis hemimelica', 'is_acron'), ('deh', '""this condition""', 'anaphora'), ('dysplasia epiphysealis hemimelica', 'bone disease', 'is_a'), ('""it""', 'abnormal growth of cartilage arising from the cartilage of the terminal ends (epiphysis) of the long bones of the lower limbs', 'produces'), ('""it""', 'abnormal cartilage', 'produces'), ('""it""', 'irregular nodular mass located either in the medial or lateral part of the bone', 'produces'), ('deh', '""this disease""', 'anaphora')}"
Alpers-Disease,"{'increases_risk_of', 'produces', 'is_a', 'anaphora'}","{'produces', 'is_a', 'anaphora'}",,"{('alpers disease', 'loss of cognitive ability', 'produces'), ('alpers disease', 'cirrhosis', 'produces'), ('alpers disease', 'progressive neurologic disorder', 'is_a'), ('""it""', 'muscle weakness', 'produces'), ('alpers disease', 'muscle twitching', 'produces')}","{('alpers disease', 'jaundice', 'produces'), ('""it""', 'partial paralysis', 'produces'), ('""it""', 'muscle twitching', 'produces'), ('""it""', 'lack of coordination of motor movement', 'produces'), ('alpers disease', 'liver cirrhotic', 'produces'), ('alpers disease', 'mental retardation', 'produces'), ('alpers disease', 'loss of intellectual functions', 'produces'), ('alpers disease', 'blind', 'produces'), ('alpers disease', 'mental retardation', 'is_a'), ('alpers disease', 'serious liver disease', 'increases_risk_of')}"
AP,{'produces'},"{'produces', 'anaphora'}",,"{('ap-4-hsp', 'developmental delay / intellectual disability', 'produces'), ('ap-4-hsp', '""the disorder""', 'anaphora'), ('ap-4-hsp', 'spasticity', 'produces'), ('ap-4-hsp', 'seizures', 'produces'), ('ap-4-hsp', '""it""', 'anaphora')}","{('ap-4-associated hsp', 'spasticity', 'produces'), ('ap-4-associated hsp', 'intellectual disability', 'produces'), ('ap-4-associated hsp', 'developmental delay', 'produces'), ('ap-4-associated hsp', 'seizures', 'produces')}"
Ameloblastic-Carcinoma,{'anaphora'},{'anaphora'},,set(),set()
Ichthyosis-Lamellar,"{'produces', 'is_a', 'anaphora'}","{'produces', 'is_a', 'anaphora'}",,"{('lamellar ichthyosis', '""this""', 'anaphora'), ('lamellar ichthyosis', 'skin cells are produced at a normal rate', 'produces')}",set()
Cornelia-de-Lange-Syndrome,"{'is_acron', 'produces', 'is_a', 'increases_risk_of', 'anaphora'}","{'produces', 'is_a', 'anaphora'}",,"{('cornelia de lange syndrome', 'syndactyly', 'produces'), ('cornelia de lange syndrome', 'flattened nasal bridge', 'produces'), ('cornelia de lange syndrome', 'small hands', 'produces'), ('cornelia de lange syndrome', 'breathing difficulties', 'produces'), ('cornelia de lange syndrome', 'low hairline on the forehead and the back of the neck', 'produces'), ('cdls', '""it""', 'anaphora'), ('cornelia de lange syndrome', 'microbrachycephaly', 'produces'), ('cornelia de lange syndrome', 'distinctive malformations of the limbs', 'produces'), ('cornelia de lange syndrome', 'micrognathia', 'produces'), ('cornelia de lange syndrome', 'philtrum', 'produces'), ('cornelia de lange syndrome', 'clinodactyly', 'produces'), ('cornelia de lange syndrome', 'prominent vertical groove between the upper lip and nose', 'produces'), ('cornelia de lange syndrome', 'feeding difficulties', 'produces'), ('""the disorder""', 'malformations of the arms', 'produces'), ('""the disorder""', 'postnatal growth retardation', 'produces'), ('""the disorder""', 'mild to severe intellectual disability', 'produces'), ('""the disorder""', 'characteristic abnormalities of the head and facial (craniofacial) area', 'produces'), ('cornelia de lange syndrome', 'anteverted nares', 'produces'), ('""the disorder""', 'prenatal growth retardation', 'produces'), ('""the disorder""', 'distinctive facial appearance', 'produces'), ('""the disorder""', 'malformations of the hands', 'produces'), ('cornelia de lange syndrome', 'small feet', 'produces')}","{('""the disorder""', 'synophrys', 'produces'), ('cdls)', 'prenatal growth retardation', 'produces'), ('cdls)', 'cornelia de lange syndrome', 'is_acron'), ('""the disorder""', 'low-set ears', 'produces'), ('cornelia de lange syndrome', 'abnormalities of the head and facial (craniofacial) area', 'produces'), ('""the disorder""', 'characteristic facial abnormalities', 'produces'), ('cdls', 'physical abnormalities', 'produces'), ('cdls', 'small feet', 'produces'), ('""the disorder""', 'thin, downturned lips', 'produces'), ('cdls', 'small hands', 'produces'), ('""the disorder""', 'low hairline on the forehead and the back of the neck', 'produces'), ('cdls', 'syndactyly', 'produces'), ('cdls', 'hearing loss', 'produces'), ('""the disorder""', 'prominent vertical philtrum', 'produces'), ('""the disorder""', 'curly, unusually long eyelashes', 'produces'), ('cornelia de lange syndrome', 'malformations of the upper limbs', 'produces'), ('""the disorder""', 'microbrachycephaly', 'produces'), ('cdls', 'low-pitched ""growling"" cry and low voice', 'produces'), ('""the disorder""', 'micrognathia', 'produces'), ('cdls', 'malformations of the limbs', 'produces'), ('""the disorder""', 'maxillary prognathism', 'produces'), ('cdls', 'heart defects', 'produces'), ('cdls', 'breathing difficulties', 'produces'), ('cdls', 'absence of the forearms, hands, and fingers', 'produces'), ('cdls', 'feeding difficulties', 'produces'), ('cdls', 'respiratory infections', 'increases_risk_of'), ('cdls', 'clinodactyly', 'produces'), ('""the disorder""', 'anteverted nares', 'produces'), ('cornelia de lange syndrome', 'postnatal growth retardation', 'produces'), ('cornelia de lange syndrome', 'intellectual disability', 'produces'), ('cornelia de lange syndrome', 'distinctive facial appearance', 'produces'), ('cdls', 'delayed skeletal maturation', 'produces'), ('""the disorder""', 'depressed nasal bridge', 'produces')}"
Multifocal-Motor-Neuropathy,"{'produces', 'anaphora'}","{'produces', 'is_a', 'anaphora'}",,"{('""the disorder""', 'specific autoantibodies that target a specific protein in the body', 'produces'), ('multifocal motor neuropathy', 'motor neuropathy', 'is_a')}","{('""the disorder""', 'muscles cramps', 'produces'), ('multifocal motor neuropathy', 'slowly progressive muscle weakness of the g', 'produces'), ('multifocal motor neuropathy', 'slowly progressive muscle weakness of the arms', 'produces'), ('""the disorder""', 'atrophy of muscles', 'produces'), ('multifocal motor neuropathy', 'slowly progressive muscle weakness', 'produces'), ('""the disorder""', 'presence of specific autoantibodies that target a specific protein in the body', 'produces')}"
Lichen-Sclerosus,"{'is_a', 'anaphora'}","{'produces', 'is_a', 'anaphora'}",,"{('lichen sclerosus', '""the disease""', 'anaphora'), ('balanitis xerotica obliterans', 'lichen sclerosus', 'produces'), ('balanitis xerotica obliterans', 'vulvar lichen sclerosus', 'produces'), ('balanitis xerotica obliterans', 'chronic inflammatory skin disorder', 'is_a'), ('""the condition""', 'skin disorders', 'is_a')}","{('balanitis xerotica obliterans', '""the disease""', 'anaphora')}"
Succinic-Semialdehyde-Dehydrogenase-Deficiency,"{'is_acron', 'produces', 'anaphora'}","{'is_acron', 'produces', 'is_a', 'anaphora'}",,"{('""the disorder""', 'accumulation of the compound succinic semialdehyde', 'produces'), ('""the disorder""', 'elevated levels of ghb in the urine', 'produces'), ('""the disorder""', 'reduced or converted to 4-hydroxybutyric acid', 'produces'), ('succinic semialdehyde dehydrogenase deficiency', 'inborn error of metabolism', 'is_a'), ('ssadh', 'succinic semialdehyde dehydrogenase deficiency', 'is_acron'), ('""the disorder""', 'elevated levels of ghb in the csf', 'produces')}","{('ssadh deficiency', 'elevated levels of ghb in the plasma', 'produces'), ('succinic semialdehyde dehydrogenase deficiency', 'inborn error of metabolism', 'produces'), ('ssadh deficiency', 'abnormal accumulation of the compound succinic semialdehyde', 'produces'), ('ssadh deficiency', 'succinic semialdehyde is reduced or converted to 4-hydroxybutyric acid also known as ghb', 'produces'), ('""the disorder""', 'disrupts the metabolism of gamma-aminobutyric acid', 'produces'), ('ssadh deficiency', 'elevated levels of ghb in the csf', 'produces'), ('ssadh deficiency', 'gamma-hydroxybutyric aciduria', 'produces'), ('ssadh deficiency', '4-hydroxybutyric aciduria', 'produces'), ('ssadh deficiency', 'elevated levels of ghb in the urine', 'produces'), ('ssadh deficiency', 'succinic semialdehyde dehydrogenase deficiency', 'is_acron')}"
Fetal-Valproate-Syndrome,{'produces'},set(),,set(),"{('fvs', 'endocrine disorders', 'produces'), ('fvs', 'neural tube defects', 'produces'), ('fvs', 'genitourinary defects', 'produces'), ('fvs', 'cardiovascular abnormalities', 'produces'), ('fvs', 'autism', 'produces'), ('fvs', 'cleft lip and palate', 'produces'), ('fvs', 'limb defects', 'produces'), ('fvs', 'developmental delay', 'produces')}"
