doc_name,gold_rels,pred_rels,rel_type,fp_prediction,fn_prediction
,,,is_a,"{('dmd', 'muscular dystrophies', 'is_a'), ('dmd', 'childhood onset muscular dystrophy', 'is_a')}","{('dmd', 'muscular dystrophy', 'is_a')}"
Ameloblastic-Carcinoma,{'anaphora'},{'anaphora'},,,
,,,anaphora,set(),set()
Andersen,{'anaphora'},{'anaphora'},,,
,,,anaphora,set(),set()
Fetal-Valproate-Syndrome,{'produces'},set(),,,
,,,produces,set(),"{('fvs', 'neural tube defects', 'produces'), ('fvs', 'cardiovascular abnormalities', 'produces'), ('fvs', 'limb defects', 'produces'), ('fvs', 'endocrine disorders', 'produces'), ('fvs', 'autism', 'produces'), ('fvs', 'cleft lip and palate', 'produces'), ('fvs', 'genitourinary defects', 'produces'), ('fvs', 'developmental delay', 'produces')}"
Succinic-Semialdehyde-Dehydrogenase-Deficiency,"{'anaphora', 'is_acron', 'produces'}","{'anaphora', 'is_acron', 'produces', 'is_a'}",,,
,,,is_a,"{('succinic semialdehyde dehydrogenase deficiency', 'inborn error of metabolism', 'is_a')}",
,,,anaphora,set(),set()
,,,is_acron,"{('ssadh', 'succinic semialdehyde dehydrogenase deficiency', 'is_acron')}","{('ssadh deficiency', 'succinic semialdehyde dehydrogenase deficiency', 'is_acron')}"
,,,produces,"{('""the disorder""', 'accumulation of the compound succinic semialdehyde', 'produces'), ('""the disorder""', 'elevated levels of ghb in the csf', 'produces'), ('""the disorder""', 'elevated levels of ghb in the urine', 'produces'), ('""the disorder""', 'reduced or converted to 4-hydroxybutyric acid', 'produces')}","{('ssadh deficiency', 'abnormal accumulation of the compound succinic semialdehyde', 'produces'), ('ssadh deficiency', '4-hydroxybutyric aciduria', 'produces'), ('ssadh deficiency', 'elevated levels of ghb in the plasma', 'produces'), ('ssadh deficiency', 'elevated levels of ghb in the csf', 'produces'), ('succinic semialdehyde dehydrogenase deficiency', 'inborn error of metabolism', 'produces'), ('ssadh deficiency', 'succinic semialdehyde is reduced or converted to 4-hydroxybutyric acid also known as ghb', 'produces'), ('ssadh deficiency', 'gamma-hydroxybutyric aciduria', 'produces'), ('ssadh deficiency', 'elevated levels of ghb in the urine', 'produces'), ('""the disorder""', 'disrupts the metabolism of gamma-aminobutyric acid', 'produces')}"
AP,{'produces'},"{'anaphora', 'produces'}",,,
,,,anaphora,"{('ap-4-hsp', '""the disorder""', 'anaphora'), ('ap-4-hsp', '""it""', 'anaphora')}",
,,,produces,"{('ap-4-hsp', 'seizures', 'produces'), ('ap-4-hsp', 'spasticity', 'produces'), ('ap-4-hsp', 'developmental delay / intellectual disability', 'produces')}","{('ap-4-associated hsp', 'spasticity', 'produces'), ('ap-4-associated hsp', 'seizures', 'produces'), ('ap-4-associated hsp', 'developmental delay', 'produces'), ('ap-4-associated hsp', 'intellectual disability', 'produces')}"
Chromosome-10-Distal-Trisomy-10q,"{'anaphora', 'is_a'}","{'anaphora', 'is_a'}",,,
,,,anaphora,set(),set()
,,,is_a,set(),set()
Cystic-Fibrosis,"{'anaphora', 'is_acron', 'produces'}","{'anaphora', 'is_acron'}",,,
,,,anaphora,"{('cftr a diagnosis of cystic fibrosis', '""the disease""', 'anaphora')}","{('cystic fibrosis', '""the disease""', 'anaphora')}"
,,,is_acron,"{('cfr', 'cystic fibrosis', 'is_acron')}","{('cf', 'cystic fibrosis', 'is_acron')}"
,,,produces,set(),"{('cystic fibrosis', 'pulmonary disease', 'produces'), ('cystic fibrosis', 'pancreatic insufficiency', 'produces')}"
Laband-Syndrome,"{'anaphora', 'produces', 'is_a', 'is_synon'}","{'anaphora', 'produces', 'is_a'}",,,
,,,anaphora,set(),"{('overgrown gums', 'dysplastic nails at birth', 'anaphora')}"
,,,produces,"{('laband syndrome', 'gingival fibromatosis', 'produces'), ('laband syndrome', 'overgrowth of teeth', 'produces'), ('laband syndrome', 'abnormalities of the hands and feet', 'produces'), ('laband syndrome', 'mental retardation', 'produces'), ('laband syndrome', 'dysplastic nails', 'produces'), ('""this disorder""', 'malformation or absence of the nails', 'produces'), ('laband syndrome', 'gums thick', 'produces'), ('laband syndrome', 'overgrown gums', 'produces')}","{('""the disorder""', 'malformation or absence of the nails', 'produces'), ('""this disorder""', 'gingival fibromatosis', 'produces'), ('""this disorder""', 'absent nails at birth', 'produces'), ('laband syndrome', 'gingival fibromatosis when the primary teeth appear', 'produces'), ('""this disorder""', 'mental retardation', 'produces'), ('laband syndrome', 'abnormalities of the hands', 'produces'), ('""this disorder""', 'abnormally long, thin fingers', 'produces'), ('""this disorder""', 'abnormally long, thin toes', 'produces'), ('""this disorder""', 'dysplastic nails at birth', 'produces'), ('laband syndrome', 'abnormalities of the feet', 'produces'), ('""this disorder""', 'overgrown gums', 'produces')}"
,,,is_a,set(),set()
,,,is_synon,set(),"{('zimmerman-laband syndrome', 'laband syndrome', 'is_synon')}"
Dup15q-Syndrome,{'increases_risk_of'},{'anaphora'},,,
,,,anaphora,"{('dup15q', '""the disorder""', 'anaphora'), ('dup15q', '""it""', 'anaphora')}",
,,,increases_risk_of,set(),"{('asd', 'dup15q', 'increases_risk_of')}"
Baller,"{'produces', 'is_acron', 'is_a'}","{'anaphora', 'produces', 'is_a'}",,,
,,,anaphora,"{('baller-gerold syndrome', '""it""', 'anaphora')}",
,,,produces,"{('""it""', 'distinctive malformations of the skull, facial (craniofacial) area and bones of the forearms and hands', 'produces')}","{('bgs', 'distinctive misshaped appearance of the bones of the forearms and hands', 'produces'), ('bgs', 'distinctive misshaped appearance of the facial (craniofacial) area', 'produces'), ('bgs', 'distinctive misshaped appearance of the skull', 'produces')}"
,,,is_acron,set(),"{('bgs', 'baller-gerold syndrome', 'is_acron')}"
,,,is_a,set(),set()
Myopathy-Congenital-Batten-Turner-Type,"{'anaphora', 'produces', 'is_a'}","{'anaphora', 'produces', 'is_a'}",,,
,,,anaphora,"{('batten turner type congenital myopathy', '""the disease""', 'anaphora')}","{('batten turner type congenital myopathy', '""this disease""', 'anaphora')}"
,,,produces,"{('""this disorder""', 'floppiness', 'produces'), ('batten turner type congenital myopathy', 'floppiness at birth', 'produces'), ('""this disorder""', 'slow, progressive loss of muscle tone', 'produces'), ('""this disorder""', 'hypotonia', 'produces'), ('""this disorder""', 'prone to stumbling', 'produces'), ('""this disorder""', 'weakness', 'produces'), ('""this disorder""', 'mild muscle weakness', 'produces'), ('""this disorder""', 'predisposition to fall', 'produces')}","{('batten turner type congenital myopathy', 'important developmental milestones slightly delayed', 'produces'), ('batten turner type congenital myopathy', 'adults mild muscle weakness', 'produces'), ('batten turner type congenital myopathy', 'in a newborn hypotonia', 'produces'), ('batten turner type congenital myopathy', 'motor skills slightly delayed', 'produces'), ('""this disorder""', 'toddlers mild muscle weakness', 'produces'), ('batten turner type congenital myopathy', 'in a newborn general weakness', 'produces'), ('""this disorder""', 'toddlers prone to falling', 'produces'), ('""this disorder""', 'toddlers stumbling', 'produces'), ('batten turner type congenital myopathy', 'in a newborn slow, progressive loss of muscle tone', 'produces')}"
,,,is_a,"{('batten turner type congenital myopathy', 'inherited muscle disease', 'is_a')}","{('myopathy', 'inherited muscle disease', 'is_a'), ('batten turner type congenital myopathy', 'myopathy', 'is_a')}"
Protein-S-Deficiency,{'anaphora'},{'anaphora'},,,
,,,anaphora,"{('pros1 protein s deficiency', '""the disorder""', 'anaphora')}","{('protein s deficiency', '""the disorder""', 'anaphora')}"
Binder-Type-Nasomaxillary-Dysplasia,{'is_a'},"{'anaphora', 'is_a'}",,,
,,,anaphora,"{('binder type nasomaxillary dysplasia', '""the disorder""', 'anaphora'), ('binder type nasomaxillary dysplasia', '""it""', 'anaphora')}",
,,,is_a,set(),set()
Ichthyosis-Lamellar,"{'anaphora', 'produces', 'is_a'}","{'anaphora', 'produces', 'is_a'}",,,
,,,anaphora,"{('lamellar ichthyosis', '""this""', 'anaphora')}",set()
,,,produces,"{('lamellar ichthyosis', 'skin cells are produced at a normal rate', 'produces')}",set()
,,,is_a,set(),set()
Leukodystrophy,"{'produces', 'is_a'}","{'anaphora', 'produces', 'is_a'}",,,
,,,anaphora,"{('leukodystrophies', '""the disease""', 'anaphora'), ('peripheral neuropathy', '""these disorders""', 'anaphora'), ('leukodystrophies', '""these disorders""', 'anaphora')}",
,,,produces,"{('leukodystrophies', 'neurological problems', 'produces'), ('leukodystrophies', 'burning paresthesia from peripheral neuropathy', 'produces'), ('leukodystrophies', 'abnormal development or destruction of the myelin sheath', 'produces'), ('leukodystrophies', 'myelin sheath is destroyed', 'produces')}","{('leukodystrophies', 'burning paresthesia', 'produces'), ('leukodystrophies', 'peripheral neuropathy', 'produces'), ('leukodystrophies', 'neuropathic pain', 'produces'), ('leukodystrophies', 'seizures', 'produces'), ('leukodystrophy', 'abnormal development or destruction of the white matter (myelin sheath) of the brain', 'produces')}"
,,,is_a,set(),set()
Creutzfeldt-Jakob-Disease,"{'increases_risk_of', 'is_synon', 'is_acron', 'produces', 'is_a', 'anaphora'}","{'anaphora', 'is_acron', 'produces', 'is_a'}",,,
,,,increases_risk_of,set(),"{('""the disease""', 'pneumonia', 'increases_risk_of')}"
,,,is_synon,set(),"{('spongiform encephalopathy', 'creutzfeldt-jakob disease', 'is_synon')}"
,,,is_acron,set(),set()
,,,produces,"{('""the disease""', 'neurological symptoms', 'produces'), ('""the disease""', 'impaired coordination', 'produces'), ('creutzfeldt-jakob disease', 'myoclonus', 'produces'), ('""the disease""', 'spongiform encephalopathy', 'produces'), ('creutzfeldt-jakob disease', 'dementia', 'produces'), ('creutzfeldt-jakob disease', 'neuromuscular abnormalities', 'produces'), ('""the disease""', 'pneumonia', 'produces'), ('""the disease""', 'behavioral changes', 'produces'), ('creutzfeldt-jakob disease', 'neurological symptoms', 'produces'), ('""the disease""', 'increased susceptibility to repeated infections', 'produces'), ('creutzfeldt-jakob disease', 'spongiform encephalopathy', 'produces'), ('""the disease""', 'depression', 'produces'), ('creutzfeldt-jakob disease', 'wasting', 'produces'), ('""the disease""', 'progressive deterioration of cognitive processes', 'produces'), ('creutzfeldt-jakob disease', 'muscle weakness', 'produces'), ('""the disease""', 'impaired vision', 'produces'), ('creutzfeldt-jakob disease', 'coma', 'produces'), ('creutzfeldt-jakob disease', 'athetosis', 'produces')}","{('creutzfeldt-jakob disease', 'rapidly progressive neurological symptoms', 'produces'), ('""the disease""', 'infections of the respiratory tract', 'produces'), ('creutzfeldt-jakob disease', 'rapidly progressive neuromuscular symptoms', 'produces'), ('""the disease""', 'athetosis', 'produces'), ('""the disease""', 'wasting', 'produces'), ('""the disease""', 'personality disintegration', 'produces'), ('""the disease""', 'restlessness', 'produces'), ('""the disease""', 'neuromuscular abnormalities', 'produces'), ('""the disease""', 'loss of physical and intellectual functions', 'produces'), ('""the disease""', 'impairment of memory control', 'produces'), ('""the disease""', 'myoclonus', 'produces'), ('""the disease""', 'agitation', 'produces'), ('""the disease""', 'muscle weakness', 'produces'), ('""the disease""', 'disorientation', 'produces')}"
,,,is_a,set(),set()
,,,anaphora,set(),"{('creutzfeldt-jakob disease', '""the disease""', 'anaphora')}"
Subacute-Sclerosing-Panencephalitis,"{'increases_risk_of', 'is_acron', 'produces', 'is_a', 'anaphora'}","{'anaphora', 'produces', 'is_a'}",,,
,,,increases_risk_of,set(),"{('memory loss', 'neurological deterioration', 'increases_risk_of'), ('measles', '""the disease""', 'increases_risk_of')}"
,,,is_acron,set(),"{('sspe', 'subacute sclerosing panencephalitis', 'is_acron')}"
,,,produces,"{('subacute sclerosing panencephalitis', 'behavioral changes', 'produces'), ('subacute sclerosing panencephalitis', 'involuntary muscle movements', 'produces'), ('subacute sclerosing panencephalitis', 'irritability', 'produces'), ('subacute sclerosing panencephalitis', 'neurological deterioration', 'produces'), ('subacute sclerosing panencephalitis', 'seizures', 'produces'), ('subacute sclerosing panencephalitis', 'memory loss', 'produces')}","{('sspe', 'behavioral changes', 'produces'), ('sspe', 'irritability', 'produces'), ('sspe', 'memory loss', 'produces'), ('sspe', 'involuntary muscle movements', 'produces'), ('sspe', 'seizures', 'produces'), ('sspe', 'neurological deterioration', 'produces')}"
,,,is_a,"{('subacute sclerosing panencephalitis', 'progressive neurological disorder', 'is_a')}","{('subacute sclerosing panencephalitis', 'neurological disorder', 'is_a')}"
,,,anaphora,set(),set()
Waldenstrom_s-Macroglobulinemia,"{'anaphora', 'produces', 'is_a', 'is_acron'}","{'increases_risk_of', 'is_acron', 'produces', 'is_a', 'anaphora'}",,,
,,,increases_risk_of,"{('b lymphocytes', ""waldenstrom's macroglobulinemia"", 'increases_risk_of')}",
,,,anaphora,"{(""waldenstrom's macroglobulinemia"", '""the disorder""', 'anaphora')}","{('wmg', '""this disorder""', 'anaphora')}"
,,,produces,"{('""the disorder""', 'enlarged liver', 'produces'), ('""the disorder""', 'blurring of vision', 'produces'), ('""the disorder""', 'spleen', 'produces'), ('""the disorder""', 'peripheral neuropathy', 'produces'), (""waldenstrom's macroglobulinemia"", 'bleeding', 'produces'), (""waldenstrom's macroglobulinemia"", 'abnormally large numbers of b lymphocytes', 'produces'), (""waldenstrom's macroglobulinemia"", 'large numbers of b lymphocytes', 'produces'), ('""this disorder""', 'changes in blood flow', 'produces'), (""waldenstrom's macroglobulinemia"", 'thickened (viscous) blood', 'produces'), (""waldenstrom's macroglobulinemia"", 'blood', 'produces'), (""waldenstrom's macroglobulinemia"", 'thick blood vessels', 'produces'), (""waldenstrom's macroglobulinemia"", 'hyperviscosity', 'produces')}","{(""waldenstrom's macroglobulinemia"", 'changes in blood flow through the blood vessels that serve the retina', 'produces'), (""waldenstrom's macroglobulinemia"", 'fatigue', 'produces'), (""waldenstrom's macroglobulinemia"", 'excessive quantities of igm', 'produces'), ('""the disorder""', 'bleeding in the nose', 'produces'), (""waldenstrom's macroglobulinemia"", 'viscous blood', 'produces'), (""waldenstrom's macroglobulinemia"", 'abnormally large numbers of a particular kind of white blood cell known as b lymphocytes', 'produces'), (""waldenstrom's macroglobulinemia"", 'loss of energy', 'produces'), ('""the disorder""', 'bleeding in the gums', 'produces'), (""waldenstrom's macroglobulinemia"", 'enlarged lymph nodes', 'produces'), ('wmg', 'low platelet counts', 'produces'), ('peripheral neuropathy', 'tingling in the fingers and toes', 'produces'), ('""the disorder""', 'small blood vessels tear', 'produces'), ('""the disorder""', 'large amounts of igm', 'produces'), ('wmg', 'bleeding of the retina', 'produces'), ('wmg', 'low red blood cell', 'produces'), (""waldenstrom's macroglobulinemia"", 'bleeding from the nose', 'produces'), ('""the disorder""', 'blood to become thick', 'produces'), ('""the disorder""', 'bleeding in the retina', 'produces'), (""waldenstrom's macroglobulinemia"", 'vision impairment', 'produces'), (""waldenstrom's macroglobulinemia"", 'bleeding from the gums', 'produces'), (""waldenstrom's macroglobulinemia"", 'enlarged liver', 'produces'), (""waldenstrom's macroglobulinemia"", 'blurring', 'produces'), (""waldenstrom's macroglobulinemia"", 'enlarged spleen', 'produces')}"
,,,is_a,"{(""waldenstrom's macroglobulinemia"", 'malignant disorder of the bone marrow', 'is_a')}","{(""waldenstrom's macroglobulinemia"", 'malignant disorder of the bone marrow and lymphatic tissues', 'is_a'), (""waldenstrom's macroglobulinemia"", 'lymphoma', 'is_a')}"
,,,is_acron,set(),set()
Hyperferritinemia-Cataract-Syndrome,"{'anaphora', 'produces'}","{'anaphora', 'produces'}",,,
,,,anaphora,set(),"{('hyperferritinemia-cataract syndrome', '""it""', 'anaphora')}"
,,,produces,"{('hyperferritinemia-cataract syndrome', 'cataracts', 'produces')}","{('hyperferritinemia-cataract syndrome', 'elevated levels of ferritin in the blood plasma', 'produces')}"
West-Syndrome,{'produces'},"{'anaphora', 'produces', 'is_a'}",,,
,,,anaphora,"{('west syndrome', '""it""', 'anaphora'), ('west syndrome', '""these spasms""', 'anaphora'), ('west syndrome', '""these symptoms""', 'anaphora')}",
,,,is_a,"{('west syndrome', '""it""', 'is_a')}",
,,,produces,"{('""it""', 'epileptic spasms', 'produces'), ('""it""', 'eye changes', 'produces'), ('""it""', 'infantile spasms', 'produces'), ('""it""', 'twitching of the shoulder', 'produces')}","{('west syndrome', 'eye changes', 'produces'), ('west syndrome', 'spasms', 'produces'), ('west syndrome', 'epileptic spasms', 'produces'), ('west syndrome', 'mild twitching of the shoulder', 'produces'), ('west syndrome', 'hypsarrhythmia', 'produces'), ('west syndrome', '""salaam"" movements', 'produces'), ('west syndrome', 'abnormal brain wave patterns', 'produces'), ('west syndrome', 'infantile spasms', 'produces'), ('west syndrome', 'intellectual disability', 'produces'), ('west syndrome', 'violent jackknife', 'produces')}"
Alagille-Syndrome,"{'anaphora', 'produces', 'is_a', 'is_acron'}","{'anaphora', 'is_acron', 'produces', 'is_a'}",,,
,,,anaphora,set(),set()
,,,produces,"{('alagille syndrome', 'severe itching', 'produces'), ('alagille syndrome', 'poor weight gain', 'produces'), ('alagille syndrome', 'heart murmurs', 'produces'), ('""the disorder""', 'heart defects', 'produces'), ('""the disorder""', 'severe itching', 'produces'), ('alagille syndrome', 'distinctive facial features', 'produces'), ('alagille syndrome', 'cholestasis', 'produces'), ('alagille syndrome', 'pruritis', 'produces'), ('alagille syndrome', 'congenital heart defects', 'produces'), ('alagille syndrome', 'posterior embryotoxon', 'produces'), ('""the disorder""', 'vertebral (back bone) differences', 'produces'), ('alagille syndrome', 'vertebral (back bone) differences', 'produces'), ('alagille syndrome', 'jaundice', 'produces'), ('alagille syndrome', 'thickening of the ring that normally lines the cornea in the eye', 'produces')}","{('""the disorder""', 'heart murmurs', 'produces'), ('""the disorder""', 'thickening of posterior embryotoxon', 'produces'), ('""the disorder""', 'vertebral differences', 'produces'), ('""the disorder""', 'distinctive facial features', 'produces'), ('""the disorder""', 'pale, loose stools', 'produces'), ('""the disorder""', 'poor growth', 'produces'), ('""the disorder""', 'congenital heart defects', 'produces'), ('""the disorder""', 'pruritis', 'produces')}"
,,,is_a,set(),set()
,,,is_acron,"{('omim', 'alagille syndrome', 'is_acron')}","{('algs', 'alagille syndrome', 'is_acron')}"
Elephantiasis,{'produces'},{'produces'},,,
,,,produces,"{('elephantiasis', 'gross enlargement of an area of the body', 'produces'), ('elephantiasis', 'lymphedema', 'produces'), ('elephantiasis', 'accumulation of lymph', 'produces')}","{('elephantiasis', 'accumulation of a fluid called lymph in the affected areas', 'produces'), ('elephantiasis', 'gross enlargement of an area of the body, especially the limbs', 'produces')}"
Jejunal-Atresia,"{'anaphora', 'produces', 'is_a'}","{'anaphora', 'produces', 'is_a'}",,,
,,,anaphora,"{('jejunal atresia', '""the disease""', 'anaphora'), ('normal child', '""the normal gene""', 'anaphora')}","{('jejunal atresia', '""it""', 'anaphora')}"
,,,produces,"{('""this disorder""', 'partial absence of the fold of the stomach membrane', 'produces'), ('""this disorder""', 'constipation. the term ""the disorder"" refers back to the entity jejunal atresia', 'produces')}","{('""this disorder""', 'partial absence of the fold of the stomach membrane that connects the small intestine to the back wall of the abdomen', 'produces'), ('""this disorder""', 'the jejunal twists around the marginal arter', 'produces'), ('""this disorder""', 'constipation', 'produces')}"
,,,is_a,set(),set()
Carnosinemia,"{'anaphora', 'produces', 'is_a'}","{'anaphora', 'produces', 'is_a'}",,,
,,,anaphora,set(),"{('carnosinemia', '""this condition""', 'anaphora')}"
,,,produces,"{('""this condition""', 'seizures', 'produces'), ('carnosinemia', 'muscle weakness', 'produces'), ('""this condition""', 'carnosinemia', 'produces'), ('""this condition""', 'anserine in the serum', 'produces'), ('carnosinemia', 'myoclonus', 'produces'), ('""this condition""', 'carnosinemia in the urine', 'produces'), ('""this condition""', 'low activity of carnosinase', 'produces'), ('carnosinemia', 'motor delays', 'produces'), ('carnosinemia', 'delayed intellectual development', 'produces'), ('""this condition""', 'myoclonus', 'produces'), ('carnosinemia', 'involuntary jerking muscle movements of the arms', 'produces'), ('carnosinemia', 'intellectual disabilities', 'produces'), ('""this condition""', 'eeg normal', 'produces')}","{('carnosinemia', 'intellectual disability', 'produces'), ('developmental delays', 'developmental regression', 'produces'), ('developmental delays', 'myoclonic seizures.', 'produces'), ('developmental delays', 'congenital myopathy', 'produces'), ('carnosinemia', 'very low activity of the enzyme carnosinase in the blood', 'produces'), ('developmental delays', 'delayed intellectual development', 'produces'), ('carnosinemia', 'abnormally high levels of carnosine and anserine in the serum and urine', 'produces'), ('developmental delays', '""this disorder""', 'produces'), ('carnosinemia', 'myoclonic seizures', 'produces'), ('developmental delays', 'seizures', 'produces'), ('developmental delays', 'intellectual deficit', 'produces'), ('developmental delays', 'intellectual disabilities', 'produces'), ('carnosinemia', 'drowsiness', 'produces'), ('developmental delays', 'very low activity of the enzyme carnosinase in the blood', 'produces')}"
,,,is_a,set(),set()
Mikulicz-Syndrome,"{'anaphora', 'is_acron', 'increases_risk_of', 'produces'}","{'increases_risk_of', 'is_synon', 'produces', 'is_a', 'anaphora'}",,,
,,,is_synon,"{('sjogren syndrome', 'lupus', 'is_synon')}",
,,,is_a,"{('mikulicz syndrome', 'chronic condition', 'is_a')}",
,,,anaphora,set(),set()
,,,is_acron,set(),"{('sle', 'lupus', 'is_acron')}"
,,,increases_risk_of,"{('tuberculosis', '""the disorder""', 'increases_risk_of'), ('leukemia', '""the disorder""', 'increases_risk_of'), (""hodgkin's disease"", '""the disorder""', 'increases_risk_of'), ('sjogren syndrome', '""the disorder""', 'increases_risk_of'), ('syphilis', '""the disorder""', 'increases_risk_of')}","{('mikulicz syndrome', 'lymphomas', 'increases_risk_of')}"
,,,produces,"{('mikulicz syndrome', 'parotid glands', 'produces'), ('""the disorder""', 'lacrimal glands', 'produces'), ('mikulicz syndrome', 'tooth loss', 'produces'), ('mikulicz syndrome', 'soft, painless swellings (salivary glands) of the mouth', 'produces'), ('mikulicz syndrome', 'glands in the mouth', 'produces'), ('""the disorder""', 'enlargement of glands in the head and neck', 'produces'), ('mikulicz syndrome', 'enlarged glands in the neck', 'produces'), ('""the disorder""', 'salivary glands', 'produces'), ('""the disorder""', 'parotids', 'produces'), ('mikulicz syndrome produces lymphomas. mikulicz syndrome', 'xerostomia', 'produces')}","{('mikulicz syndrome', 'enlargement of glands in the parotids', 'produces'), ('mikulicz syndrome', 'enlargement of glands in the head and neck', 'produces'), ('mikulicz syndrome', 'tooth decay', 'produces'), ('mikulicz syndrome', 'enlargement of glands lacrimal', 'produces'), ('mikulicz syndrome', 'xerostomia', 'produces'), ('mikulicz syndrome', 'enlargement of glands salivary', 'produces'), ('mikulicz syndrome', 'tumefactions of the salivary glands', 'produces'), ('mikulicz syndrome', 'leading to absent or decreased tears', 'produces'), ('mikulicz syndrome', 'enlarged parotid glands', 'produces'), ('mikulicz syndrome', 'enlarged lacrimal glands', 'produces'), ('mikulicz syndrome', 'glands submaxillary swollen', 'produces')}"
Hypoparathyroidism,set(),set(),,,
Pseudoachondroplasia,set(),set(),,,
Chromosome-14-Ring,"{'anaphora', 'produces', 'is_a'}","{'anaphora', 'produces'}",,,
,,,anaphora,set(),set()
,,,produces,"{('chromosome 14 ring', 'thin upper lip', 'produces'), ('""the disorder""', 'mental retardation', 'produces'), ('""the disorder""', 'growth delays', 'produces'), ('chromosome 14 ring', 'flat nasal bridge', 'produces'), ('chromosome 14 ring', 'prominent nasal tip', 'produces'), ('chromosome 14 ring', 'large, low-set ears', 'produces'), ('""the disorder""', 'psychomotor delays', 'produces'), ('chromosome 14 ring', 'microcephaly', 'produces'), ('chromosome 14 ring', 'high forehead', 'produces'), ('""the disorder""', 'episodes of uncontrolled electrical activity in the brain', 'produces'), ('chromosome 14 ring', 'ocular hypertelorism', 'produces')}","{('""the disorder""', 'elongated face', 'produces'), ('chromosome 14 ring', 'psychomotor delays', 'produces'), ('chromosome 14 ring', 'mental retardation', 'produces'), ('chromosome 14 ring', 'seizures', 'produces'), ('chromosome 14 ring', 'growth delays', 'produces')}"
,,,is_a,set(),"{('chromosomal disorders', 'chromosomal disorder', 'is_a')}"
Ewing-Sarcoma,"{'anaphora', 'is_acron', 'is_a'}","{'anaphora', 'is_acron', 'is_a'}",,,
,,,anaphora,"{('ewing sarcoma of bone', '""these tumors""', 'anaphora')}","{('ewing family of tumors', '""these tumors""', 'anaphora'), ('primitive neuroectodermal tumor', '""these tumors""', 'anaphora'), ('ewing family of tumors', '""this family""', 'anaphora')}"
,,,is_acron,"{('eft', 'ewing sarcoma of bone', 'is_acron')}","{('eft', 'ewing family of tumors', 'is_acron'), ('pnet', 'primitive neuroectodermal tumor', 'is_acron')}"
,,,is_a,"{('ewing sarcoma of bone', '""this family of tumors""', 'is_a'), ('primitive neuroectodermal tumor', 'tumor', 'is_a'), ('ewing sarcoma of bone', 'aggressive cancer', 'is_a')}","{('ewing sarcoma', '""this family""', 'is_a'), ('ewing sarcoma', 'aggressive cancer', 'is_a'), ('extraosseous ewing sarcoma', 'ewing sarcoma', 'is_a'), ('primitive neuroectodermal tumor', 'ewing sarcoma', 'is_a'), (""askin's tumor"", 'ewing sarcoma', 'is_a'), ('extraosseous ewing sarcoma', '""it""', 'is_a'), ('""these tumors""', 'ewing family of tumors', 'is_a')}"
Hypoplastic-Left-Heart-Syndrome,"{'anaphora', 'is_a'}","{'anaphora', 'is_acron', 'produces', 'is_a'}",,,
,,,is_acron,"{('hlhs', 'hypoplastic left heart syndrome', 'is_acron')}",
,,,produces,"{('""this disorder""', 'blood is returning to the heart through pulmonary artery', 'produces'), ('congenital heart defects', 'four chambers of the heart defects', 'produces'), ('congenital heart defects', 'blood is returning to the heart through aorta', 'produces'), ('congenital heart defects', 'valves', 'produces'), ('congenital heart defects', 'two lower chambers', 'produces'), ('congenital heart defects', 'ventricles', 'produces')}",
,,,anaphora,set(),"{('hypoplastic left heart syndrome', '""the disorder""', 'anaphora')}"
,,,is_a,"{('hlhs', 'congenital heart defects', 'is_a')}",set()
Fetal-Hydantoin-Syndrome,{'anaphora'},{'anaphora'},,,
,,,anaphora,"{('fetal hydantoin syndrome', '""it""', 'anaphora')}",set()
Arthritis-Infectious,"{'anaphora', 'produces'}","{'anaphora', 'increases_risk_of', 'produces'}",,,
,,,increases_risk_of,"{('mumps', '""the infection""', 'increases_risk_of'), ('hepatitis b', '""the infection""', 'increases_risk_of'), ('rheumatoid arthritis', '""the infection""', 'increases_risk_of'), ('rheumatoid arthritis', '""the disorder""', 'increases_risk_of')}",
,,,anaphora,"{('infectious arthritis', '""the disorder""', 'anaphora'), ('infectious arthritis', '""the disease""', 'anaphora'), ('infectious arthritis', '""it""', 'anaphora')}","{('headaches', '""the disorder""', 'anaphora')}"
,,,produces,"{('""the infection""', 'painful swelling of one or more joints', 'produces'), ('""the infection""', 'weakness', 'produces'), ('""the infection""', 'inflammation of one or more joints of the body', 'produces')}","{('hepatitis b', 'hepatitis', 'produces'), ('""the infection""', 'general weakness', 'produces'), ('""the infection""', 'inflammation and painful swelling of one or more joints of the body', 'produces'), ('headaches', 'arthritis', 'produces'), ('arthritis', 'rheumatoid arthritis', 'produces')}"
Townes-Brocks-Syndrome,"{'anaphora', 'produces', 'is_a', 'is_acron'}","{'anaphora', 'produces', 'is_a'}",,,
,,,anaphora,"{('townes-brocks syndrome', '""it""', 'anaphora'), ('townes-brocks syndrome', '""the condition""', 'anaphora')}","{('townes-brock syndrome', '""this condition""', 'anaphora')}"
